Response Time,Age,Gender,Country,Education,Job Title,Experience,Investment,Compensation,Int Age
747,22-24,Man,Brazil,Bachelor’s degree,Data Analyst,1-3 years,$100-$999,"10,000-14,999",22
724,25-29,Man,Japan,Master’s degree,Software Engineer,3-5 years,$0 ($USD),"40,000-49,999",25
449,18-21,Woman,Malaysia,Bachelor’s degree,Student,1-3 years,,,18
349,18-21,Man,Spain,Bachelor’s degree,Student,1-3 years,,,18
641,50-54,Man,Ireland,Doctoral degree,Other,< 1 years,$0 ($USD),"100,000-124,999",50
296,18-21,Man,India,Bachelor’s degree,Student,1-3 years,,,18
380,40-44,Man,Ukraine,Master’s degree,Data Analyst,3-5 years,,,40
849,18-21,Man,India,Bachelor’s degree,Student,1-3 years,,,18
203,22-24,Woman,India,Master’s degree,Student,1-3 years,,,22
1027,22-24,Man,Mexico,Some college/university study without earning a bachelor’s degree,Student,1-3 years,,,22
496,45-49,Man,Brazil,Master’s degree,Student,20+ years,,,45
2698,35-39,Man,"Iran, Islamic Republic of...",Master’s degree,Developer Relations/Advocacy,10-20 years,,,35
2717,45-49,Woman,India,Master’s degree,Other,5-10 years,"$100,000 or more ($USD)","250,000-299,999",45
942,25-29,Woman,Pakistan,Bachelor’s degree,Other,1-3 years,,,25
300,40-44,Man,Taiwan,Master’s degree,Machine Learning Engineer,10-20 years,,,40
861,25-29,Woman,South Africa,Master’s degree,Student,3-5 years,,,25
421,25-29,Man,India,Bachelor’s degree,Other,< 1 years,"$1000-$9,999","3,000-3,999",25
3218,25-29,Woman,Nigeria,Bachelor’s degree,Other,< 1 years,$1-$99,$0-999,25
570754,18-21,Woman,Egypt,Some college/university study without earning a bachelor’s degree,Student,1-3 years,,,18
1044,35-39,Man,Turkey,Master’s degree,Data Scientist,3-5 years,$1-$99,$0-999,35
561,22-24,Man,Other,Bachelor’s degree,Data Scientist,1-3 years,$0 ($USD),$0-999,22
1031,30-34,Man,Austria,Bachelor’s degree,Software Engineer,10-20 years,"$1000-$9,999","50,000-59,999",30
3001,30-34,Man,Germany,Master’s degree,Research Scientist,5-10 years,"$10,000-$99,999","30,000-39,999",30
381,18-21,Man,India,Master’s degree,Student,< 1 years,,,18
222,18-21,Man,Viet Nam,Bachelor’s degree,Student,< 1 years,,,18
1077,35-39,Man,Nigeria,Doctoral degree,Business Analyst,3-5 years,"$10,000-$99,999","60,000-69,999",35
498,50-54,Man,Hong Kong (S.A.R.),Master’s degree,Software Engineer,20+ years,$100-$999,"4,000-4,999",50
1243,25-29,Woman,Other,Bachelor’s degree,Machine Learning Engineer,5-10 years,$100-$999,$0-999,25
617,35-39,Man,Ukraine,Bachelor’s degree,Software Engineer,10-20 years,$0 ($USD),"1,000-1,999",35
236,22-24,Man,India,Bachelor’s degree,Currently not employed,< 1 years,,,22
162,18-21,Woman,Malaysia,Bachelor’s degree,Student,< 1 years,,,18
353,18-21,Man,India,Bachelor’s degree,Data Analyst,< 1 years,,,18
784,30-34,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Business Analyst,< 1 years,$100-$999,"30,000-39,999",30
610,22-24,Man,Kenya,Bachelor’s degree,Student,1-3 years,,,22
748,22-24,Man,Tunisia,Master’s degree,Machine Learning Engineer,1-3 years,$0 ($USD),$0-999,22
789,25-29,Man,Malaysia,Bachelor’s degree,Data Engineer,5-10 years,$100-$999,$0-999,25
573,25-29,Man,India,I prefer not to answer,Student,1-3 years,,,25
474,45-49,Man,Japan,Master’s degree,Software Engineer,20+ years,$0 ($USD),"70,000-79,999",45
542,30-34,Man,Mexico,Master’s degree,Program/Project Manager,10-20 years,$0 ($USD),"20,000-24,999",30
14517,18-21,Man,Indonesia,Bachelor’s degree,Machine Learning Engineer,1-3 years,$0 ($USD),$0-999,18
537,25-29,Woman,South Korea,Some college/university study without earning a bachelor’s degree,Data Scientist,< 1 years,$1-$99,"2,000-2,999",25
498,25-29,Man,India,Bachelor’s degree,Currently not employed,1-3 years,,,25
459,18-21,Woman,India,Master’s degree,Data Scientist,1-3 years,$0 ($USD),$0-999,18
757,22-24,Man,China,Master’s degree,Student,1-3 years,,,22
2309,25-29,Woman,India,Bachelor’s degree,Currently not employed,1-3 years,,,25
845,50-54,Man,Japan,No formal education past high school,Currently not employed,1-3 years,,,50
692,25-29,Man,Spain,Master’s degree,Data Scientist,5-10 years,"$10,000-$99,999","60,000-69,999",25
243,18-21,Man,Nepal,Bachelor’s degree,Student,1-3 years,,,18
1204,25-29,Man,Other,Master’s degree,Currently not employed,1-3 years,,,25
479,25-29,Woman,India,Master’s degree,Data Scientist,< 1 years,$100-$999,$0-999,25
80422,22-24,Man,India,Bachelor’s degree,Business Analyst,5-10 years,$0 ($USD),"7,500-9,999",22
396,25-29,Man,Austria,Master’s degree,Student,5-10 years,,,25
835,25-29,Man,Belgium,Master’s degree,Data Scientist,5-10 years,$100-$999,"25,000-29,999",25
693,25-29,Man,Other,Bachelor’s degree,Data Scientist,5-10 years,"$1000-$9,999","80,000-89,999",25
332,22-24,Woman,India,Bachelor’s degree,Currently not employed,1-3 years,,,22
557,18-21,Man,Ukraine,Master’s degree,Student,1-3 years,,,18
666,60-69,Man,United States of America,Doctoral degree,Statistician,20+ years,$0 ($USD),"100,000-124,999",60
544,22-24,Woman,India,Master’s degree,Data Analyst,1-3 years,$100-$999,"10,000-14,999",22
511,22-24,Man,Greece,Master’s degree,Machine Learning Engineer,5-10 years,$0 ($USD),"15,000-19,999",22
331,18-21,Woman,Nigeria,Bachelor’s degree,Student,3-5 years,,,18
3099,30-34,Man,South Korea,Some college/university study without earning a bachelor’s degree,Data Analyst,1-3 years,$100-$999,"3,000-3,999",30
309,35-39,Woman,Algeria,Doctoral degree,Research Scientist,1-3 years,,,35
765,22-24,Man,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Data Scientist,3-5 years,"$10,000-$99,999","30,000-39,999",22
600,22-24,Man,Belgium,Master’s degree,Machine Learning Engineer,1-3 years,$0 ($USD),$0-999,22
906,25-29,Man,Singapore,Bachelor’s degree,Data Analyst,1-3 years,"$10,000-$99,999","30,000-39,999",25
765,25-29,Man,Peru,Bachelor’s degree,Data Scientist,3-5 years,"$100,000 or more ($USD)","15,000-19,999",25
455,18-21,Man,Viet Nam,Bachelor’s degree,Student,< 1 years,,,18
1501,22-24,Woman,Pakistan,Master’s degree,Data Analyst,< 1 years,$0 ($USD),$0-999,22
1069,18-21,Man,India,Bachelor’s degree,Student,1-3 years,,,18
560,30-34,Nonbinary,United States of America,Bachelor’s degree,Currently not employed,3-5 years,,,30
488,35-39,Man,Australia,Bachelor’s degree,Business Analyst,1-3 years,$1-$99,"100,000-124,999",35
429,22-24,Woman,Saudi Arabia,Master’s degree,Student,< 1 years,,,22
799,22-24,Man,Tunisia,Master’s degree,Currently not employed,5-10 years,,,22
127,18-21,Man,India,Bachelor’s degree,Student,3-5 years,,,18
671,45-49,Man,India,Master’s degree,Statistician,20+ years,$100-$999,"25,000-29,999",45
155,18-21,Woman,United States of America,Master’s degree,Student,1-3 years,,,18
1202,30-34,Man,India,Master’s degree,Product Manager,10-20 years,"$10,000-$99,999","30,000-39,999",30
501,22-24,Woman,India,Bachelor’s degree,Software Engineer,1-3 years,$0 ($USD),"7,500-9,999",22
486,25-29,Man,Kenya,Bachelor’s degree,Student,1-3 years,,,25
155,22-24,Man,Brazil,Bachelor’s degree,Student,< 1 years,,,22
937,25-29,Man,India,Bachelor’s degree,Machine Learning Engineer,3-5 years,$100-$999,"30,000-39,999",25
975,40-44,Man,United States of America,Master’s degree,Data Scientist,10-20 years,"$100,000 or more ($USD)","300,000-499,999",40
658,22-24,Man,India,I prefer not to answer,Data Engineer,1-3 years,$0 ($USD),$0-999,22
194,18-21,Man,India,Some college/university study without earning a bachelor’s degree,Student,< 1 years,,,18
218,25-29,Man,Indonesia,Bachelor’s degree,Other,1-3 years,,,25
357,22-24,Man,Egypt,Bachelor’s degree,Data Analyst,< 1 years,,,22
571,50-54,Man,Chile,Doctoral degree,Research Scientist,I have never written code,"$1000-$9,999","4,000-4,999",50
9225,45-49,Man,Argentina,No formal education past high school,Program/Project Manager,20+ years,"$100,000 or more ($USD)","60,000-69,999",45
393,30-34,Man,United States of America,Doctoral degree,Research Scientist,3-5 years,"$100,000 or more ($USD)","100,000-124,999",30
630,60-69,Man,Japan,Doctoral degree,Currently not employed,5-10 years,,,60
2532,35-39,Man,Germany,Bachelor’s degree,Other,1-3 years,"$100,000 or more ($USD)","90,000-99,999",35
145,25-29,Man,Spain,Master’s degree,Data Scientist,3-5 years,,,25
580,22-24,Man,United States of America,Master’s degree,Student,3-5 years,,,22
294,22-24,Man,Viet Nam,I prefer not to answer,DBA/Database Engineer,< 1 years,$1-$99,"1,000-1,999",22
430,18-21,Woman,Egypt,Bachelor’s degree,Software Engineer,1-3 years,$0 ($USD),$0-999,18
390,25-29,Man,Taiwan,Master’s degree,Student,< 1 years,,,25
3495,18-21,Man,Canada,Master’s degree,Statistician,10-20 years,$0 ($USD),"30,000-39,999",18
234,18-21,Man,Philippines,Bachelor’s degree,Student,< 1 years,,,18
484,18-21,Woman,India,Bachelor’s degree,Student,3-5 years,,,18
827,30-34,Man,France,Doctoral degree,Research Scientist,3-5 years,$0 ($USD),"15,000-19,999",30
780,50-54,Man,Thailand,I prefer not to answer,Program/Project Manager,10-20 years,"$1000-$9,999",$0-999,50
415,45-49,Woman,United States of America,Master’s degree,Statistician,20+ years,$0 ($USD),"200,000-249,999",45
1605,22-24,Man,India,Master’s degree,Student,< 1 years,,,22
30175,22-24,Woman,China,Master’s degree,Student,3-5 years,,,22
510,25-29,Woman,Canada,Bachelor’s degree,Data Engineer,3-5 years,$0 ($USD),"50,000-59,999",25
1029,22-24,Woman,India,Bachelor’s degree,Currently not employed,< 1 years,,,22
991,60-69,Man,Other,Doctoral degree,Business Analyst,1-3 years,"$1000-$9,999","5,000-7,499",60
1192,70+,Man,India,Doctoral degree,Research Scientist,20+ years,"$1000-$9,999","50,000-59,999",70
298,22-24,Man,China,Some college/university study without earning a bachelor’s degree,Data Analyst,1-3 years,$100-$999,"1,000-1,999",22
539,22-24,Man,Egypt,Some college/university study without earning a bachelor’s degree,Student,1-3 years,,,22
26320,30-34,Man,Nigeria,Bachelor’s degree,Data Analyst,< 1 years,$0 ($USD),$0-999,30
359,35-39,Man,Turkey,Master’s degree,Business Analyst,3-5 years,$0 ($USD),"1,000-1,999",35
326,18-21,Woman,Germany,Master’s degree,Student,1-3 years,,,18
1205,22-24,Man,India,Bachelor’s degree,Machine Learning Engineer,3-5 years,$100-$999,"25,000-29,999",22
280733,35-39,Man,Tunisia,Master’s degree,Data Engineer,3-5 years,$0 ($USD),"3,000-3,999",35
674,18-21,Man,Turkey,Bachelor’s degree,Research Scientist,3-5 years,$0 ($USD),$0-999,18
795,60-69,Man,France,Master’s degree,Data Scientist,1-3 years,"$1000-$9,999","80,000-89,999",60
612,40-44,Man,India,Master’s degree,Other,< 1 years,$0 ($USD),"5,000-7,499",40
1170,60-69,Man,Japan,Doctoral degree,Other,10-20 years,"$1000-$9,999","150,000-199,999",60
1025,22-24,Man,Egypt,Bachelor’s degree,Machine Learning Engineer,3-5 years,$1-$99,$0-999,22
428,22-24,Man,India,Master’s degree,Business Analyst,1-3 years,,$0-999,22
1591,35-39,Man,Bangladesh,Master’s degree,DBA/Database Engineer,10-20 years,"$1000-$9,999","90,000-99,999",35
478,22-24,Man,India,Master’s degree,Currently not employed,< 1 years,,,22
829,45-49,Man,Switzerland,Master’s degree,Other,20+ years,$100-$999,"200,000-249,999",45
1075,55-59,Man,India,Doctoral degree,Research Scientist,20+ years,"$1000-$9,999","5,000-7,499",55
3255,18-21,Woman,India,Bachelor’s degree,Data Analyst,3-5 years,,$0-999,18
201,25-29,Man,India,Master’s degree,Student,< 1 years,,,25
863,30-34,Woman,Germany,Master’s degree,Data Analyst,< 1 years,$0 ($USD),"60,000-69,999",30
303,18-21,Man,Other,Master’s degree,Machine Learning Engineer,1-3 years,$100-$999,"1,000-1,999",18
217,35-39,Woman,Japan,Master’s degree,Data Engineer,10-20 years,,,35
575,40-44,Man,Other,Master’s degree,Statistician,< 1 years,$0 ($USD),"7,500-9,999",40
903,45-49,Man,Pakistan,Doctoral degree,Research Scientist,10-20 years,$0 ($USD),"15,000-19,999",45
613,60-69,Man,United States of America,Master’s degree,Business Analyst,20+ years,"$10,000-$99,999","150,000-199,999",60
534,22-24,Woman,South Africa,Some college/university study without earning a bachelor’s degree,Student,< 1 years,,,22
473,22-24,Man,India,Master’s degree,Software Engineer,< 1 years,$1-$99,"1,000-1,999",22
478,40-44,Man,Germany,Master’s degree,Data Scientist,5-10 years,"$1000-$9,999","80,000-89,999",40
440,35-39,Man,India,Master’s degree,Program/Project Manager,I have never written code,$0 ($USD),"80,000-89,999",35
1136,30-34,Man,Ghana,Doctoral degree,Student,3-5 years,,,30
262,35-39,Man,Italy,I prefer not to answer,Student,< 1 years,,,35
691,45-49,Man,Spain,Bachelor’s degree,Data Engineer,1-3 years,"$1000-$9,999","125,000-149,999",45
30628,35-39,Man,"Iran, Islamic Republic of...",Master’s degree,Data Scientist,1-3 years,"$10,000-$99,999","10,000-14,999",35
473,30-34,Man,Chile,Bachelor’s degree,Business Analyst,5-10 years,"$1000-$9,999","3,000-3,999",30
305,30-34,Man,Viet Nam,Master’s degree,Currently not employed,3-5 years,,,30
423,40-44,Man,Colombia,Bachelor’s degree,Data Scientist,< 1 years,$0 ($USD),$0-999,40
998,25-29,Man,Japan,Master’s degree,Data Scientist,5-10 years,"$1000-$9,999","80,000-89,999",25
909,30-34,Woman,United Arab Emirates,Bachelor’s degree,Currently not employed,1-3 years,,,30
722,25-29,Man,India,Bachelor’s degree,Software Engineer,< 1 years,$100-$999,$0-999,25
8440,25-29,Man,Nigeria,Bachelor’s degree,Data Analyst,< 1 years,$100-$999,$0-999,25
933,22-24,Man,Pakistan,Doctoral degree,Machine Learning Engineer,1-3 years,$0 ($USD),$0-999,22
956,55-59,Man,Spain,Master’s degree,Statistician,20+ years,$0 ($USD),"50,000-59,999",55
524,18-21,Man,India,Master’s degree,Student,1-3 years,,,18
2117,25-29,Man,Egypt,Bachelor’s degree,Research Scientist,I have never written code,$0 ($USD),$0-999,25
604,22-24,Man,Russia,Master’s degree,Software Engineer,1-3 years,$0 ($USD),"10,000-14,999",22
572,35-39,Man,India,Master’s degree,Business Analyst,10-20 years,$0 ($USD),"150,000-199,999",35
696,30-34,Woman,Canada,Master’s degree,Business Analyst,< 1 years,$100-$999,"60,000-69,999",30
1332,50-54,Man,Argentina,Master’s degree,Data Scientist,5-10 years,"$1000-$9,999","5,000-7,499",50
1106,22-24,Woman,India,Bachelor’s degree,Currently not employed,1-3 years,,,22
180,22-24,Man,India,Bachelor’s degree,Machine Learning Engineer,< 1 years,,,22
1049,50-54,Man,United States of America,Master’s degree,Machine Learning Engineer,20+ years,"$100,000 or more ($USD)","200,000-249,999",50
1820,35-39,Woman,South Africa,Bachelor’s degree,Data Analyst,3-5 years,$0 ($USD),"15,000-19,999",35
1765,22-24,Man,Egypt,Master’s degree,Data Scientist,3-5 years,$0 ($USD),"15,000-19,999",22
2357,25-29,Man,Australia,Bachelor’s degree,Data Engineer,10-20 years,$0 ($USD),"80,000-89,999",25
498,22-24,Woman,India,Master’s degree,Data Scientist,10-20 years,"$10,000-$99,999","40,000-49,999",22
907,25-29,Man,Russia,Master’s degree,Machine Learning Engineer,5-10 years,"$1000-$9,999","40,000-49,999",25
972,22-24,Woman,India,Master’s degree,Software Engineer,3-5 years,"$10,000-$99,999","3,000-3,999",22
681,30-34,Man,Brazil,Master’s degree,Software Engineer,5-10 years,"$1000-$9,999","5,000-7,499",30
759,55-59,Man,Germany,Doctoral degree,Software Engineer,20+ years,$0 ($USD),"30,000-39,999",55
383,22-24,Man,Canada,Bachelor’s degree,Other,1-3 years,$100-$999,"90,000-99,999",22
672,22-24,Woman,Bangladesh,Bachelor’s degree,Student,1-3 years,,,22
2862,25-29,Man,South Korea,Bachelor’s degree,Student,< 1 years,,,25
1477,40-44,Man,India,Master’s degree,Program/Project Manager,20+ years,"$1000-$9,999","4,000-4,999",40
375,30-34,Woman,Hong Kong (S.A.R.),Master’s degree,Currently not employed,1-3 years,,,30
859,50-54,Man,United States of America,Bachelor’s degree,Program/Project Manager,10-20 years,$100-$999,"150,000-199,999",50
273,18-21,Man,India,Master’s degree,Student,3-5 years,,,18
404,22-24,Man,Canada,Master’s degree,Machine Learning Engineer,3-5 years,$1-$99,"30,000-39,999",22
923,50-54,Man,Germany,Doctoral degree,Data Scientist,10-20 years,"$1000-$9,999","60,000-69,999",50
430,35-39,Man,Netherlands,Master’s degree,Data Analyst,1-3 years,$0 ($USD),"80,000-89,999",35
229,25-29,Man,United States of America,Master’s degree,Software Engineer,5-10 years,$0 ($USD),$0-999,25
762,35-39,Man,Brazil,Bachelor’s degree,Data Analyst,10-20 years,"$100,000 or more ($USD)","5,000-7,499",35
288,18-21,Man,India,Bachelor’s degree,Student,1-3 years,,,18
401,45-49,Man,Italy,Some college/university study without earning a bachelor’s degree,Software Engineer,10-20 years,$1-$99,"25,000-29,999",45
1175,22-24,Man,Indonesia,I prefer not to answer,Statistician,3-5 years,$1-$99,$0-999,22
896,25-29,Man,United States of America,Doctoral degree,Machine Learning Engineer,3-5 years,$100-$999,"1,000-1,999",25
1242,35-39,Man,India,Doctoral degree,Research Scientist,10-20 years,,"10,000-14,999",35
250,25-29,Man,United States of America,Professional doctorate,Business Analyst,20+ years,$1-$99,"2,000-2,999",25
318,30-34,Man,Argentina,Bachelor’s degree,Other,I have never written code,$0 ($USD),"30,000-39,999",30
558,25-29,Man,Japan,I prefer not to answer,Data Scientist,1-3 years,$1-$99,"50,000-59,999",25
567,30-34,Man,Nepal,Some college/university study without earning a bachelor’s degree,Data Engineer,< 1 years,$1-$99,$0-999,30
904,18-21,Woman,India,Bachelor’s degree,Data Analyst,1-3 years,$0 ($USD),$0-999,18
495,18-21,Man,India,Some college/university study without earning a bachelor’s degree,Student,< 1 years,,,18
1305351,18-21,Man,"Iran, Islamic Republic of...",Bachelor’s degree,Student,1-3 years,,,18
679,40-44,Man,Nigeria,Doctoral degree,Data Scientist,5-10 years,"$1000-$9,999","10,000-14,999",40
2967,22-24,Man,Tunisia,Bachelor’s degree,Student,1-3 years,,,22
616,22-24,Man,Mexico,Bachelor’s degree,Data Scientist,1-3 years,$0 ($USD),"1,000-1,999",22
654,35-39,Nonbinary,United States of America,Master’s degree,Machine Learning Engineer,5-10 years,"$1000-$9,999",$0-999,35
