Q1,Q2,Q3,Q5
30-34,Man,South Korea,Machine Learning Engineer
45-49,Man,United States of America,Machine Learning Engineer
35-39,Man,Indonesia,Data Analyst
30-34,Man,Peru,Statistician
30-34,Woman,Canada,Student
25-29,Woman,Switzerland,Student
40-44,Woman,Other,Data Scientist
50-54,Man,United States of America,Data Engineer
18-21,Man,India,Student
45-49,Man,United States of America,Program/Project Manager
18-21,Woman,India,Currently not employed
22-24,Man,Germany,Data Scientist
18-21,Man,India,Student
60-69,Man,United States of America,Data Scientist
40-44,Man,Russia,Data Analyst
35-39,Man,Nigeria,Research Scientist
55-59,Man,Brazil,Research Scientist
35-39,Man,Brazil,Data Analyst
40-44,Man,Nepal,Currently not employed
22-24,Woman,India,Data Engineer
18-21,Man,China,Student
18-21,Man,Brazil,Data Analyst
22-24,Man,Kazakhstan,Student
50-54,Man,Germany,Business Analyst
35-39,Man,Turkey,Software Engineer
22-24,Man,India,Student
22-24,Man,Other,Software Engineer
22-24,Man,United States of America,Student
40-44,Man,Ukraine,Data Scientist
18-21,Man,India,Currently not employed
18-21,Woman,India,Student
22-24,Man,Bangladesh,Student
30-34,Woman,United States of America,Currently not employed
50-54,Man,United States of America,Research Scientist
25-29,Man,United States of America,Machine Learning Engineer
25-29,Man,Other,Student
35-39,Woman,Portugal,Data Engineer
50-54,Man,United States of America,Product Manager
25-29,Man,India,Currently not employed
22-24,Woman,India,Software Engineer
50-54,Man,Colombia,Other
25-29,Man,Other,Student
25-29,Man,Canada,Student
25-29,Man,Bangladesh,Data Analyst
35-39,Man,India,Data Analyst
25-29,Man,Other,Student
22-24,Woman,India,Student
30-34,Man,Japan,Software Engineer
50-54,Man,I do not wish to disclose my location,Research Scientist
22-24,Man,Pakistan,Machine Learning Engineer
18-21,Man,India,Student
35-39,Man,United States of America,Machine Learning Engineer
25-29,Man,Brazil,Data Scientist
25-29,Man,Egypt,Data Scientist
40-44,Man,Russia,Data Scientist
18-21,Man,India,Student
18-21,Man,Other,Statistician
22-24,Man,India,Currently not employed
25-29,Man,China,Student
18-21,Man,India,Student
25-29,Man,Egypt,Machine Learning Engineer
22-24,Man,India,Software Engineer
40-44,Man,Russia,Data Scientist
30-34,Man,India,Machine Learning Engineer
25-29,Man,Japan,Research Scientist
25-29,Man,Other,Machine Learning Engineer
25-29,Man,India,Business Analyst
18-21,Woman,India,Student
18-21,Man,India,Student
22-24,Man,United States of America,Student
35-39,Man,India,Data Analyst
30-34,Man,Brazil,Data Scientist
25-29,Man,Viet Nam,Software Engineer
18-21,Man,Indonesia,Program/Project Manager
25-29,Man,Singapore,Data Scientist
25-29,Man,Chile,Data Scientist
45-49,Woman,Germany,Program/Project Manager
18-21,Woman,India,Other
22-24,Man,Russia,Machine Learning Engineer
30-34,Man,Japan,Product Manager
18-21,Man,Indonesia,Student
50-54,Man,United States of America,Machine Learning Engineer
50-54,Man,Germany,Machine Learning Engineer
30-34,Man,China,Data Scientist
18-21,Woman,India,Student
50-54,Man,United States of America,Product Manager
18-21,Woman,India,Student
22-24,Man,India,Data Analyst
35-39,Man,United States of America,Data Analyst
18-21,Man,Belgium,Student
22-24,Man,India,Student
25-29,Man,United Kingdom of Great Britain and Northern Ireland,Data Scientist
18-21,Man,Pakistan,Student
25-29,Man,India,Other
35-39,Man,Nigeria,Data Analyst
35-39,Man,Bangladesh,Statistician
18-21,Man,Japan,Student
18-21,Man,India,Student
25-29,Man,Other,Machine Learning Engineer
30-34,Man,Nigeria,Currently not employed
55-59,Man,Argentina,Data Analyst
22-24,Man,United States of America,Student
40-44,Woman,United States of America,Program/Project Manager
25-29,Man,France,Data Scientist
22-24,Man,India,Software Engineer
25-29,Man,United States of America,Machine Learning Engineer
18-21,Man,Bangladesh,Student
25-29,Man,China,Machine Learning Engineer
18-21,Man,Kazakhstan,Research Scientist
25-29,Man,Poland,Data Scientist
45-49,Man,Brazil,Data Scientist
22-24,Woman,United States of America,Currently not employed
30-34,Man,Indonesia,Data Analyst
40-44,Man,Saudi Arabia,Student
35-39,Man,United States of America,Other
40-44,Man,I do not wish to disclose my location,Software Engineer
40-44,Man,"Iran, Islamic Republic of...",Data Scientist
25-29,Man,Other,Business Analyst
40-44,Man,Norway,Other
22-24,Man,Russia,Research Scientist
18-21,Man,India,Currently not employed
18-21,Woman,India,Other
22-24,Man,Other,Data Engineer
35-39,Woman,India,Data Analyst
30-34,Man,India,Data Analyst
18-21,Woman,India,Student
22-24,Man,Turkey,Data Analyst
30-34,Man,Netherlands,Data Engineer
60-69,Man,Other,Data Analyst
30-34,Man,United States of America,Student
35-39,Man,South Korea,Data Scientist
30-34,Man,Italy,Research Scientist
22-24,Man,Singapore,Student
18-21,Man,Russia,Student
18-21,Man,India,Machine Learning Engineer
40-44,Man,United States of America,Other
25-29,Man,Pakistan,Data Scientist
22-24,Man,Pakistan,Software Engineer
22-24,Man,Egypt,Data Scientist
22-24,Man,Nigeria,Machine Learning Engineer
22-24,Man,Other,Other
22-24,Man,Greece,Machine Learning Engineer
18-21,Man,Bangladesh,Student
22-24,Man,India,Student
30-34,Man,Ecuador,Data Analyst
50-54,Woman,United Kingdom of Great Britain and Northern Ireland,Other
35-39,Nonbinary,United States of America,Developer Relations/Advocacy
35-39,Man,Netherlands,Program/Project Manager
60-69,Man,United States of America,Software Engineer
55-59,Man,Argentina,Student
30-34,Man,Brazil,Developer Relations/Advocacy
22-24,Man,Egypt,Software Engineer
22-24,Man,India,Research Scientist
40-44,Man,South Korea,Student
25-29,Man,Ghana,Data Analyst
18-21,Woman,India,Student
50-54,Man,Italy,Other
45-49,Man,Italy,Software Engineer
22-24,Man,China,Student
22-24,Man,Peru,Business Analyst
40-44,Man,Bangladesh,Currently not employed
30-34,Woman,"Iran, Islamic Republic of...",Machine Learning Engineer
18-21,Man,India,Research Scientist
40-44,Man,India,Data Scientist
25-29,Prefer not to say,United States of America,Machine Learning Engineer
22-24,Man,India,Data Analyst
18-21,Man,India,Student
22-24,Woman,India,Currently not employed
22-24,Man,Italy,Student
25-29,Man,Brazil,Machine Learning Engineer
40-44,Man,China,Program/Project Manager
50-54,Man,Brazil,Software Engineer
60-69,Man,United States of America,Software Engineer
25-29,Woman,Russia,Student
25-29,Woman,Brazil,Data Scientist
40-44,Man,Russia,Data Scientist
35-39,Man,India,Program/Project Manager
35-39,Man,Brazil,Business Analyst
35-39,Man,Italy,Research Scientist
22-24,Woman,Taiwan,Data Scientist
18-21,Woman,India,Student
30-34,Woman,Brazil,Student
35-39,Man,Ukraine,Currently not employed
22-24,Man,Other,Student
18-21,Man,Other,Student
35-39,Man,United States of America,Student
18-21,Man,I do not wish to disclose my location,Product Manager
25-29,Woman,United States of America,Software Engineer
25-29,Nonbinary,Other,Machine Learning Engineer
35-39,Woman,Egypt,Other
25-29,Man,Philippines,Product Manager
40-44,Man,India,Research Scientist
18-21,Man,Singapore,Student
35-39,Man,United Kingdom of Great Britain and Northern Ireland,Data Scientist
35-39,Woman,India,Other
45-49,Man,Canada,Data Analyst
45-49,Man,Ireland,Software Engineer
22-24,Man,Kenya,Student
22-24,Man,India,Data Scientist
25-29,Man,India,Software Engineer
22-24,Man,Viet Nam,Machine Learning Engineer
18-21,Man,India,Student
25-29,Man,Other,Research Scientist
70+,Man,Japan,Other
25-29,Man,United Arab Emirates,Data Scientist
18-21,Man,Other,Student
45-49,Man,Taiwan,Machine Learning Engineer
22-24,Man,South Korea,Student
18-21,Man,United States of America,Student
45-49,Man,India,Research Scientist
18-21,Woman,India,Student
25-29,Man,United Kingdom of Great Britain and Northern Ireland,Currently not employed
25-29,Man,Italy,Data Scientist
25-29,Woman,Other,Software Engineer
25-29,Man,India,Business Analyst
35-39,Man,United States of America,Program/Project Manager
22-24,Woman,Mexico,Other
22-24,Man,India,Software Engineer
50-54,Woman,India,Research Scientist
18-21,Woman,India,Machine Learning Engineer
35-39,Man,India,Software Engineer
18-21,Man,India,Student
18-21,Man,India,Student
30-34,Man,India,Data Scientist
22-24,Man,India,Student
45-49,Woman,India,Data Engineer
45-49,Man,Canada,Research Scientist
22-24,Man,India,Student
45-49,Woman,Ukraine,Software Engineer
18-21,Man,India,Student
60-69,Man,India,Student
35-39,Woman,United States of America,Student
40-44,Man,India,Business Analyst
25-29,Man,Japan,Business Analyst
18-21,Man,United States of America,Data Scientist
30-34,Man,Canada,Data Scientist
25-29,Man,India,Currently not employed
35-39,Man,Ethiopia,Student
25-29,Woman,Pakistan,Data Analyst
55-59,Man,United States of America,Other
18-21,Man,Other,Student
35-39,Man,Brazil,Software Engineer
22-24,Man,India,Machine Learning Engineer
25-29,Woman,Brazil,Statistician
35-39,Man,India,Program/Project Manager
22-24,Man,Netherlands,Student
25-29,Man,Ukraine,Machine Learning Engineer
35-39,Woman,United States of America,Student
30-34,Man,United States of America,Research Scientist
30-34,Man,United Kingdom of Great Britain and Northern Ireland,Data Engineer
50-54,Man,India,Student
30-34,Man,Ethiopia,Program/Project Manager
50-54,Man,Nigeria,Other
18-21,Man,India,Student
18-21,Man,India,Student
18-21,Man,India,Student
25-29,Man,Ethiopia,Data Analyst
22-24,Man,Singapore,Business Analyst
35-39,Man,Other,Machine Learning Engineer
18-21,Man,India,Student
22-24,Man,Colombia,Business Analyst
25-29,Man,India,Software Engineer
35-39,Woman,Kenya,Student
18-21,Man,India,Data Scientist
25-29,Woman,United States of America,Other
35-39,Man,Mexico,Data Analyst
25-29,Woman,Other,Statistician
30-34,Man,Russia,Student
18-21,Man,India,Student
55-59,Man,France,Program/Project Manager
40-44,Man,Japan,Program/Project Manager
22-24,Man,Pakistan,Data Scientist
25-29,Man,China,Student
60-69,Man,United Kingdom of Great Britain and Northern Ireland,DBA/Database Engineer
45-49,Man,Turkey,Statistician
22-24,Man,Spain,Software Engineer
30-34,Man,India,Software Engineer
35-39,Man,South Africa,Research Scientist
25-29,Man,Pakistan,Currently not employed
35-39,Man,Australia,Other
30-34,Man,United States of America,Software Engineer
30-34,Man,Nigeria,Other
22-24,Man,India,Data Scientist
55-59,Man,Peru,Software Engineer
18-21,Man,India,Software Engineer
18-21,Man,India,Data Analyst
30-34,Man,Bangladesh,Program/Project Manager
22-24,Woman,United States of America,Software Engineer
25-29,Man,India,Software Engineer
18-21,Man,India,Student
45-49,Prefer not to say,United States of America,Data Analyst
50-54,Man,Romania,Data Scientist
25-29,Man,Russia,Data Scientist
22-24,Man,Turkey,Student
18-21,Man,India,Student
22-24,Woman,Other,Data Scientist
50-54,Man,Norway,Data Scientist
22-24,Man,India,Student
25-29,Man,Other,Currently not employed
60-69,Man,Japan,Other
45-49,Man,South Korea,Data Scientist
30-34,Man,Germany,Student
35-39,Woman,United States of America,Student
70+,Man,Canada,Other
25-29,Woman,India,Currently not employed
35-39,Woman,Mexico,Data Analyst
18-21,Man,India,Student
25-29,Woman,India,Other
30-34,Man,United States of America,Program/Project Manager
18-21,Man,India,Student
50-54,Man,Taiwan,Research Scientist
22-24,Man,India,Data Scientist
30-34,Woman,Egypt,Currently not employed
25-29,Man,Turkey,Data Scientist
25-29,Man,India,Machine Learning Engineer
18-21,Man,India,Software Engineer
40-44,Man,United States of America,Data Analyst
22-24,Prefer not to say,I do not wish to disclose my location,Software Engineer
22-24,Woman,India,Currently not employed
40-44,Man,Spain,Data Scientist
35-39,Man,Pakistan,Student
50-54,Woman,United States of America,DBA/Database Engineer
30-34,Man,India,Other
18-21,Man,Mexico,Business Analyst
50-54,Man,Poland,Data Scientist
25-29,Man,South Korea,Student
45-49,Man,United States of America,Data Engineer
30-34,Man,Uganda,Other
25-29,Woman,India,Research Scientist
25-29,Man,Greece,Data Analyst
22-24,Man,India,Data Scientist
18-21,Woman,Egypt,Business Analyst
18-21,Man,Egypt,Student
50-54,Woman,Australia,Data Engineer
35-39,Man,Japan,Other
50-54,Man,Netherlands,Business Analyst
55-59,Man,India,Data Scientist
25-29,Woman,India,Currently not employed
30-34,Man,Viet Nam,Data Scientist
18-21,Woman,Russia,Business Analyst
35-39,Man,India,Program/Project Manager
22-24,Man,India,Data Scientist
18-21,Man,China,Student
70+,Man,Germany,Program/Project Manager
22-24,Man,Kenya,Student
30-34,Woman,United States of America,Student
40-44,Man,Ireland,Other
60-69,Man,United Kingdom of Great Britain and Northern Ireland,Research Scientist
18-21,Man,India,Student
18-21,Man,Other,Student
40-44,Woman,India,Other
25-29,Man,India,Data Analyst
22-24,Man,India,Software Engineer
30-34,Woman,India,Currently not employed
25-29,Man,India,Developer Relations/Advocacy
45-49,Man,India,Other
25-29,Man,India,Data Analyst
25-29,Man,Nigeria,Currently not employed
18-21,Man,India,Student
35-39,Woman,United States of America,Research Scientist
45-49,Man,Peru,Research Scientist
30-34,Man,United States of America,Data Scientist
25-29,Man,Brazil,Data Scientist
22-24,Man,India,Data Analyst
18-21,Man,India,Student
50-54,Man,United States of America,Program/Project Manager
60-69,Man,United States of America,DBA/Database Engineer
30-34,Man,United States of America,Research Scientist
40-44,Man,India,Product Manager
40-44,Man,United States of America,Data Scientist
30-34,Man,France,Data Scientist
40-44,Man,India,Software Engineer
45-49,Prefer not to say,Other,Data Analyst
18-21,Man,India,Student
25-29,Man,Other,Software Engineer
25-29,Woman,Nepal,Data Engineer
30-34,Man,India,Other
30-34,Woman,United States of America,Data Engineer
18-21,Man,Italy,Student
22-24,Woman,Russia,Machine Learning Engineer
25-29,Man,Bangladesh,Software Engineer
22-24,Man,India,Software Engineer
22-24,Man,India,Student
22-24,Man,India,Program/Project Manager
35-39,Man,Germany,Other
18-21,Man,India,Software Engineer
22-24,Woman,Other,Other
18-21,Man,India,Student
35-39,Man,India,Data Engineer
22-24,Man,United States of America,Data Analyst
40-44,Man,United States of America,Program/Project Manager
40-44,Woman,India,Currently not employed
18-21,Man,India,Student
55-59,Man,Japan,Research Scientist
40-44,Woman,United States of America,Other
30-34,Man,Brazil,Data Scientist
25-29,Man,India,Machine Learning Engineer
30-34,Man,India,Data Scientist
30-34,Woman,Malaysia,Currently not employed
25-29,Man,Spain,Currently not employed
25-29,Man,Japan,Student
18-21,Woman,Egypt,Student
30-34,Man,Russia,Software Engineer
25-29,Man,United States of America,Data Scientist
30-34,Man,Spain,Data Scientist
22-24,Woman,India,Student
22-24,Man,India,Machine Learning Engineer
30-34,Man,Nigeria,Data Analyst
18-21,Woman,India,Data Analyst
40-44,Man,Russia,Machine Learning Engineer
25-29,Man,Indonesia,Data Analyst
18-21,Man,Indonesia,Software Engineer
45-49,Man,Mexico,Data Analyst
22-24,Man,Bangladesh,Student
18-21,Man,Other,Student
40-44,Man,Singapore,Data Analyst
25-29,Man,Brazil,Data Engineer
45-49,Man,United Arab Emirates,Program/Project Manager
35-39,Man,Russia,Software Engineer
30-34,Woman,United States of America,Other
30-34,Man,Ghana,Data Scientist
35-39,Woman,Canada,Business Analyst
18-21,Man,Colombia,Student
22-24,Man,India,Business Analyst
30-34,Man,Netherlands,Research Scientist
60-69,Man,India,Program/Project Manager
18-21,Woman,India,Student
55-59,Man,Philippines,Data Scientist
18-21,Man,India,Data Scientist
22-24,Man,Nepal,Software Engineer
25-29,Man,India,Business Analyst
18-21,Man,Viet Nam,Student
35-39,Man,Spain,Other
30-34,Man,United Kingdom of Great Britain and Northern Ireland,Data Scientist
35-39,Woman,United States of America,Data Scientist
25-29,Man,Other,Software Engineer
25-29,Man,United States of America,Data Engineer
30-34,Man,Other,Data Analyst
30-34,Man,India,Data Analyst
50-54,Man,United States of America,Software Engineer
25-29,Man,Germany,Software Engineer
22-24,Man,Argentina,Program/Project Manager
25-29,Woman,France,Business Analyst
18-21,Man,India,Data Analyst
40-44,Woman,Canada,Data Analyst
30-34,Man,Turkey,Software Engineer
30-34,Man,Pakistan,Data Scientist
35-39,Man,United States of America,Data Scientist
35-39,Woman,United Kingdom of Great Britain and Northern Ireland,Data Scientist
30-34,Man,India,Data Analyst
55-59,Woman,United States of America,Currently not employed
45-49,Man,Japan,Data Analyst
25-29,Man,Japan,Other
45-49,Man,Other,Other
18-21,Man,Mexico,Business Analyst
40-44,Man,Russia,Software Engineer
22-24,Man,India,Data Scientist
18-21,Man,Sri Lanka,Data Scientist
45-49,Man,Mexico,Software Engineer
30-34,Man,United States of America,Data Scientist
22-24,Woman,Other,Software Engineer
18-21,Man,Indonesia,Data Scientist
30-34,Man,Other,Program/Project Manager
25-29,Man,Nigeria,Student
18-21,Man,India,Student
25-29,Woman,India,Other
25-29,Woman,India,Data Analyst
18-21,Man,Indonesia,Student
18-21,Woman,United States of America,Student
35-39,Man,Hong Kong (S.A.R.),Currently not employed
