,Response Time,Age,Gender,Country,Education,Job Title,Experience,Investment,Compensation,Salary
6395,303,25-29,Man,India,Master’s degree,Data Analyst,I have never written code,$100-$999,"7,500-9,999",8500.0
6396,846,50-54,Man,Russia,Doctoral degree,Business Analyst,< 1 years,$0 ($USD),"60,000-69,999",65000.0
6397,15196,18-21,Man,India,Master’s degree,Student,1-3 years,,,
6398,1002,60-69,Man,Russia,Master’s degree,Product Manager,20+ years,$100-$999,"40,000-49,999",45000.0
6399,412,25-29,Man,Other,Master’s degree,Data Scientist,< 1 years,$0 ($USD),$0-999,500.0
6400,1079,45-49,Man,United States of America,Master’s degree,Other,20+ years,"$1000-$9,999","125,000-149,999",132000.0
6401,748,30-34,Man,China,Master’s degree,Machine Learning Engineer,5-10 years,$0 ($USD),"100,000-124,999",120000.0
6402,1464,18-21,Woman,India,Master’s degree,Student,1-3 years,,,
6403,322,22-24,Man,India,Master’s degree,Software Engineer,< 1 years,$0 ($USD),$0-999,500.0
6404,933,30-34,Man,Iraq,Bachelor’s degree,Other,< 1 years,$0 ($USD),"7,500-9,999",8500.0
6405,379,18-21,Man,Denmark,Bachelor’s degree,Data Scientist,3-5 years,$0 ($USD),$0-999,500.0
6406,608113,30-34,Man,China,Some college/university study without earning a bachelor’s degree,Student,< 1 years,,,
6407,2731,35-39,Man,Germany,Doctoral degree,Data Scientist,10-20 years,$0 ($USD),"80,000-89,999",85000.0
6408,2194,18-21,Woman,India,Some college/university study without earning a bachelor’s degree,Student,< 1 years,,,
6409,516,35-39,Man,Peru,Master’s degree,Software Engineer,3-5 years,$0 ($USD),"15,000-19,999",17000.0
6410,316,22-24,Man,Other,Some college/university study without earning a bachelor’s degree,Student,< 1 years,,,
6411,755,35-39,Man,United States of America,Doctoral degree,Data Scientist,10-20 years,"$1000-$9,999","150,000-199,999",175000.0
6412,718,22-24,Prefer not to say,India,Bachelor’s degree,Software Engineer,1-3 years,$0 ($USD),"7,500-9,999",8500.0
6413,3885,30-34,Nonbinary,United States of America,No formal education past high school,Currently not employed,< 1 years,,,
6414,144,30-34,Woman,United States of America,Master’s degree,Business Analyst,< 1 years,,,
6415,1310,18-21,Man,Indonesia,Some college/university study without earning a bachelor’s degree,Student,< 1 years,,,
6416,1294,50-54,Man,Portugal,Professional doctorate,Research Scientist,10-20 years,$100-$999,"7,500-9,999",8500.0
6417,195,18-21,Man,India,Bachelor’s degree,Student,1-3 years,,,
6418,929,35-39,Man,Morocco,Doctoral degree,Machine Learning Engineer,1-3 years,$0 ($USD),$0-999,500.0
6419,233,18-21,Man,Ukraine,Bachelor’s degree,Data Scientist,1-3 years,,,
6420,690,18-21,Man,India,Master’s degree,Student,1-3 years,,,
6421,1051,25-29,Woman,Brazil,Master’s degree,Data Scientist,10-20 years,$0 ($USD),"30,000-39,999",35000.0
6422,653,25-29,Man,Nigeria,Bachelor’s degree,Data Scientist,< 1 years,"$1000-$9,999","1,000-1,999",1500.0
6423,4031,22-24,Man,Other,Master’s degree,Student,1-3 years,,,
6424,533,18-21,Prefer not to say,China,Bachelor’s degree,Student,1-3 years,,,
6425,593,30-34,Man,Hong Kong (S.A.R.),Bachelor’s degree,Data Scientist,5-10 years,"$10,000-$99,999","100,000-124,999",120000.0
6426,434,22-24,Man,Taiwan,Master’s degree,Student,1-3 years,,,
6427,1206,22-24,Man,India,Bachelor’s degree,Software Engineer,1-3 years,"$100,000 or more ($USD)","20,000-24,999",23000.0
6428,611,22-24,Man,Nigeria,Bachelor’s degree,Student,< 1 years,,,
6429,172203,25-29,Man,Germany,Bachelor’s degree,Student,< 1 years,,,
6430,835,25-29,Man,Taiwan,Master’s degree,Software Engineer,3-5 years,"$10,000-$99,999","20,000-24,999",23000.0
6431,274,18-21,Man,Brazil,Some college/university study without earning a bachelor’s degree,Student,< 1 years,,,
6432,530,22-24,Man,India,Bachelor’s degree,Data Scientist,< 1 years,$0 ($USD),"40,000-49,999",45000.0
6433,455,22-24,Man,India,Bachelor’s degree,Student,3-5 years,,,
6434,742,18-21,Man,China,Some college/university study without earning a bachelor’s degree,Data Analyst,< 1 years,$0 ($USD),$0-999,500.0
6435,651,25-29,Man,Morocco,Master’s degree,Data Analyst,5-10 years,$0 ($USD),"10,000-14,999",12000.0
6436,2107,25-29,Woman,India,I prefer not to answer,Other,I have never written code,$1-$99,"2,000-2,999",25000.0
6437,1039,30-34,Man,India,Bachelor’s degree,Software Engineer,5-10 years,,,
6438,497,18-21,Man,Malaysia,Bachelor’s degree,Student,< 1 years,,,
6439,1907,22-24,Man,Germany,Master’s degree,Data Scientist,1-3 years,$0 ($USD),"10,000-14,999",12000.0
6440,527,22-24,Woman,Other,Doctoral degree,Business Analyst,I have never written code,"$1000-$9,999","4,000-4,999",4500.0
6441,673,30-34,Man,Germany,Doctoral degree,Research Scientist,10-20 years,$1-$99,"60,000-69,999",65000.0
6442,284,18-21,Man,Japan,Bachelor’s degree,Student,3-5 years,,,
6443,754,18-21,Woman,China,Some college/university study without earning a bachelor’s degree,Student,< 1 years,,,
6444,645,25-29,Man,China,Doctoral degree,Machine Learning Engineer,1-3 years,$100-$999,"60,000-69,999",65000.0
6445,769,22-24,Woman,India,Bachelor’s degree,Business Analyst,1-3 years,$100-$999,"7,500-9,999",8500.0
6446,843,25-29,Woman,South Korea,Bachelor’s degree,Data Analyst,1-3 years,$0 ($USD),$0-999,500.0
6447,11960,22-24,Man,Other,Master’s degree,Student,1-3 years,,,
6448,839,22-24,Woman,Italy,Bachelor’s degree,Data Scientist,5-10 years,$0 ($USD),$0-999,500.0
6449,665,50-54,Man,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Data Analyst,1-3 years,"$10,000-$99,999","40,000-49,999",45000.0
6450,712,22-24,Man,India,Master’s degree,Student,< 1 years,,,
6451,808,45-49,Man,Spain,Doctoral degree,Data Analyst,5-10 years,"$10,000-$99,999","125,000-149,999",132000.0
6452,842,45-49,Man,Other,Doctoral degree,Research Scientist,20+ years,$0 ($USD),"60,000-69,999",65000.0
6453,600,40-44,Woman,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Analyst,1-3 years,"$10,000-$99,999","40,000-49,999",45000.0
6454,783,35-39,Man,United States of America,Master’s degree,Other,10-20 years,$0 ($USD),"150,000-199,999",175000.0
6455,565,25-29,Man,Italy,Master’s degree,Data Analyst,3-5 years,"$100,000 or more ($USD)","30,000-39,999",35000.0
6456,2066,25-29,Man,India,Bachelor’s degree,Software Engineer,1-3 years,$0 ($USD),"7,500-9,999",8500.0
6457,876,25-29,Man,Japan,No formal education past high school,Software Engineer,3-5 years,"$1000-$9,999","40,000-49,999",45000.0
6458,781,30-34,Man,India,Master’s degree,Other,3-5 years,$1-$99,"15,000-19,999",17000.0
6459,464,45-49,Man,Spain,Doctoral degree,Research Scientist,1-3 years,$100-$999,"10,000-14,999",12000.0
6460,643,22-24,Man,India,Master’s degree,Currently not employed,1-3 years,,,
6461,263,40-44,Man,India,Master’s degree,Statistician,I have never written code,"$1000-$9,999","60,000-69,999",65000.0
6462,154020,35-39,Man,France,Doctoral degree,Software Engineer,10-20 years,,,
6463,723,50-54,Woman,United States of America,Master’s degree,Other,3-5 years,$0 ($USD),"100,000-124,999",120000.0
6464,1116,45-49,Man,United States of America,Doctoral degree,Data Scientist,10-20 years,"$10,000-$99,999","150,000-199,999",175000.0
6465,7424,18-21,Prefer to self-describe,India,Bachelor’s degree,Student,1-3 years,,,
6466,292,22-24,Woman,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Other,1-3 years,,,
6467,361,35-39,Man,France,Master’s degree,Business Analyst,3-5 years,$0 ($USD),"90,000-99,999",95000.0
6468,1915,55-59,Man,Japan,Bachelor’s degree,Research Scientist,1-3 years,$1-$99,"60,000-69,999",65000.0
6469,227,30-34,Man,Brazil,Bachelor’s degree,Program/Project Manager,3-5 years,$0 ($USD),"20,000-24,999",23000.0
6470,234,18-21,Man,India,Bachelor’s degree,Student,1-3 years,,,
6471,610,25-29,Man,Turkey,Master’s degree,Research Scientist,1-3 years,$100-$999,$0-999,500.0
6472,933,25-29,Man,Spain,Bachelor’s degree,Machine Learning Engineer,1-3 years,"$10,000-$99,999","5,000-7,499",65000.0
6473,13223,30-34,Man,Greece,Master’s degree,Business Analyst,< 1 years,"$100,000 or more ($USD)","15,000-19,999",17000.0
6474,350,22-24,Man,Bangladesh,Bachelor’s degree,Currently not employed,1-3 years,,,
6475,44647,18-21,Woman,China,Bachelor’s degree,Student,1-3 years,,,
6476,1348,40-44,Woman,Turkey,Bachelor’s degree,Student,5-10 years,,,
6477,404,40-44,Man,India,Bachelor’s degree,Machine Learning Engineer,10-20 years,,,
6478,577,22-24,Woman,Sri Lanka,Some college/university study without earning a bachelor’s degree,Software Engineer,1-3 years,$0 ($USD),$0-999,500.0
6479,192,30-34,Man,India,Master’s degree,Currently not employed,< 1 years,,,
6480,596,35-39,Man,United States of America,Bachelor’s degree,Data Analyst,1-3 years,"$100,000 or more ($USD)","100,000-124,999",120000.0
6481,588,18-21,Man,India,Bachelor’s degree,Student,< 1 years,,,
6482,716,45-49,Woman,Netherlands,Doctoral degree,Other,20+ years,$0 ($USD),"125,000-149,999",132000.0
6483,376,18-21,Woman,India,Master’s degree,Data Scientist,3-5 years,,,
6484,596,25-29,Woman,India,Master’s degree,Data Analyst,1-3 years,$100-$999,"3,000-3,999",3500.0
6485,128,18-21,Man,India,Bachelor’s degree,Student,1-3 years,,,
6486,1672,18-21,Man,India,Bachelor’s degree,Student,1-3 years,,,
6487,536,35-39,Man,Viet Nam,Master’s degree,Software Engineer,10-20 years,$0 ($USD),"150,000-199,999",175000.0
6488,1393,30-34,Man,Egypt,I prefer not to answer,Data Scientist,I have never written code,$100-$999,$0-999,500.0
6489,509,22-24,Man,India,Master’s degree,Currently not employed,1-3 years,,,
6490,3195,50-54,Man,France,Master’s degree,Other,20+ years,$100-$999,$0-999,500.0
6491,485,18-21,Man,Viet Nam,Bachelor’s degree,Currently not employed,< 1 years,,,
6492,568,35-39,Man,India,Master’s degree,Data Analyst,1-3 years,$0 ($USD),"10,000-14,999",12000.0
6493,946,25-29,Man,India,Bachelor’s degree,Data Analyst,3-5 years,$0 ($USD),"5,000-7,499",65000.0
6494,1496,45-49,Man,South Korea,Bachelor’s degree,Other,< 1 years,$0 ($USD),"50,000-59,999",55000.0
6495,1091,50-54,Man,Tunisia,Master’s degree,Software Engineer,3-5 years,$0 ($USD),"7,500-9,999",8500.0
6496,1218,50-54,Man,Peru,Master’s degree,Program/Project Manager,1-3 years,"$1000-$9,999",$0-999,500.0
6497,385,40-44,Man,Other,No formal education past high school,Business Analyst,10-20 years,$0 ($USD),"50,000-59,999",55000.0
6498,243,45-49,Man,Ecuador,I prefer not to answer,Currently not employed,5-10 years,,,
6499,367,30-34,Man,Canada,Master’s degree,Developer Relations/Advocacy,5-10 years,,,
6500,440,22-24,Man,Spain,Bachelor’s degree,Student,3-5 years,,,
6501,197,25-29,Man,India,Bachelor’s degree,Data Analyst,I have never written code,$100-$999,$0-999,500.0
6502,1203,50-54,Man,Australia,Master’s degree,Data Analyst,20+ years,$1-$99,"70,000-79,999",75000.0
6503,406,22-24,Man,United States of America,Master’s degree,Student,1-3 years,,,
6504,454,35-39,Man,Brazil,Master’s degree,Currently not employed,< 1 years,,,
6505,613,25-29,Man,Turkey,Bachelor’s degree,Data Scientist,3-5 years,$1-$99,"60,000-69,999",65000.0
6506,756,22-24,Man,Israel,Bachelor’s degree,Student,3-5 years,,,
6507,1562,25-29,Man,Peru,Bachelor’s degree,Business Analyst,1-3 years,$1-$99,"3,000-3,999",3500.0
6508,1181,18-21,Man,United States of America,Bachelor’s degree,Student,< 1 years,,,
6509,648,30-34,Man,China,Doctoral degree,Research Scientist,5-10 years,"$1000-$9,999","30,000-39,999",35000.0
6510,658,18-21,Man,India,Bachelor’s degree,Student,1-3 years,,,
6511,1337,30-34,Woman,India,Master’s degree,Data Analyst,5-10 years,$100-$999,$0-999,500.0
6512,843,40-44,Man,Egypt,Bachelor’s degree,Program/Project Manager,10-20 years,$0 ($USD),"10,000-14,999",12000.0
6513,2889,22-24,Man,Bangladesh,Bachelor’s degree,Student,3-5 years,,,
6514,475,45-49,Man,United States of America,Master’s degree,Data Scientist,10-20 years,"$100,000 or more ($USD)",">$1,000,000",1000000.0
6515,141,40-44,Woman,United Arab Emirates,Bachelor’s degree,Currently not employed,I have never written code,,,
6516,532,25-29,Man,Kenya,I prefer not to answer,Other,I have never written code,$100-$999,"5,000-7,499",65000.0
6517,725,25-29,Man,Nepal,Bachelor’s degree,Currently not employed,1-3 years,,,
6518,3441,35-39,Man,Other,Doctoral degree,Other,10-20 years,"$10,000-$99,999","10,000-14,999",12000.0
6519,671,40-44,Woman,India,Master’s degree,Currently not employed,10-20 years,,,
6520,186,18-21,Woman,Colombia,Master’s degree,Currently not employed,< 1 years,,,
6521,569,18-21,Woman,South Korea,Bachelor’s degree,Student,1-3 years,,,
6522,592,25-29,Man,India,Master’s degree,Student,< 1 years,,,
6523,364,18-21,Woman,India,Bachelor’s degree,Student,< 1 years,,,
6524,269,25-29,Man,India,Master’s degree,Currently not employed,< 1 years,,,
6525,8768,22-24,Woman,India,Master’s degree,Student,< 1 years,,,
6526,811,18-21,Man,Nigeria,Bachelor’s degree,Data Scientist,1-3 years,$100-$999,"3,000-3,999",3500.0
6527,469,35-39,Man,Spain,Master’s degree,Data Engineer,3-5 years,$0 ($USD),"30,000-39,999",35000.0
6528,5644,25-29,Woman,India,Master’s degree,Currently not employed,< 1 years,,,
6529,1831,60-69,Woman,Japan,Doctoral degree,Research Scientist,20+ years,$0 ($USD),$0-999,500.0
6530,736,50-54,Man,United States of America,Doctoral degree,Data Scientist,20+ years,$1-$99,"150,000-199,999",175000.0
6531,1908,22-24,Man,India,Bachelor’s degree,Currently not employed,1-3 years,,,
6532,863,30-34,Man,Turkey,Professional doctorate,Other,1-3 years,$0 ($USD),"10,000-14,999",12000.0
6533,800,35-39,Man,Brazil,Master’s degree,Research Scientist,3-5 years,$0 ($USD),"3,000-3,999",3500.0
6534,1059,70+,Man,Japan,No formal education past high school,Currently not employed,3-5 years,,,
6535,939,55-59,Woman,United States of America,Master’s degree,Other,20+ years,$1-$99,$0-999,500.0
6536,827,45-49,Man,Indonesia,Master’s degree,Research Scientist,10-20 years,"$10,000-$99,999","2,000-2,999",25000.0
6537,2547,35-39,Man,Thailand,Bachelor’s degree,Data Analyst,1-3 years,$100-$999,"10,000-14,999",12000.0
6538,178,18-21,Man,India,Bachelor’s degree,Student,< 1 years,,,
6539,386,30-34,Man,Ireland,Master’s degree,Student,3-5 years,,,
6540,356,35-39,Man,United Arab Emirates,Master’s degree,Data Analyst,10-20 years,,,
6541,438,18-21,Man,Japan,Some college/university study without earning a bachelor’s degree,Student,< 1 years,,,
6542,581,30-34,Man,Japan,Master’s degree,Other,5-10 years,$0 ($USD),"200,000-249,999",225000.0
6543,25284,18-21,Man,India,Bachelor’s degree,Software Engineer,3-5 years,$0 ($USD),">$1,000,000",1000000.0
6544,259,18-21,Man,India,Bachelor’s degree,Student,1-3 years,,,
6545,541,30-34,Man,India,Master’s degree,Business Analyst,1-3 years,,"1,000-1,999",1500.0
6546,1442,25-29,Man,India,Doctoral degree,Student,5-10 years,,,
6547,1704,40-44,Woman,India,Master’s degree,Business Analyst,< 1 years,"$1000-$9,999","1,000-1,999",1500.0
6548,750,45-49,Man,France,I prefer not to answer,Software Engineer,20+ years,$0 ($USD),"80,000-89,999",85000.0
6549,3415,22-24,Man,India,Bachelor’s degree,Software Engineer,1-3 years,,,
6550,268,25-29,Man,United States of America,Bachelor’s degree,Student,1-3 years,,,
6551,159,22-24,Man,United States of America,Master’s degree,Student,< 1 years,,,
6552,653,25-29,Man,South Africa,Bachelor’s degree,Student,5-10 years,,,
6553,676,22-24,Woman,Tunisia,Master’s degree,Currently not employed,3-5 years,,,
6554,1572,18-21,Nonbinary,United States of America,Some college/university study without earning a bachelor’s degree,Student,< 1 years,,,
6555,1443,50-54,Man,Germany,Professional doctorate,Research Scientist,1-3 years,"$100,000 or more ($USD)",$0-999,500.0
6556,463,35-39,Man,Other,Doctoral degree,Other,1-3 years,$0 ($USD),"15,000-19,999",17000.0
6557,180,30-34,Man,Germany,Master’s degree,Software Engineer,10-20 years,,,
6558,431,18-21,Man,India,Bachelor’s degree,Student,< 1 years,,,
6559,2017,22-24,Man,India,Bachelor’s degree,Currently not employed,< 1 years,,,
6560,816,22-24,Man,Indonesia,Bachelor’s degree,Data Analyst,1-3 years,$1-$99,$0-999,500.0
6561,413,30-34,Man,Japan,Doctoral degree,Research Scientist,3-5 years,$0 ($USD),"40,000-49,999",45000.0
6562,743,55-59,Woman,United States of America,Doctoral degree,Other,20+ years,$0 ($USD),"250,000-299,999",275000.0
6563,196,55-59,Man,United States of America,Some college/university study without earning a bachelor’s degree,Other,20+ years,,,
6564,687,35-39,Man,India,Master’s degree,Data Scientist,5-10 years,"$1000-$9,999","60,000-69,999",65000.0
6565,353,22-24,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Engineer,< 1 years,$0 ($USD),"30,000-39,999",35000.0
6566,444,18-21,Woman,Bangladesh,Bachelor’s degree,Currently not employed,< 1 years,,,
6567,273,18-21,Man,India,Bachelor’s degree,Student,1-3 years,,,
6568,583,30-34,Man,Germany,Doctoral degree,Machine Learning Engineer,5-10 years,"$1000-$9,999","90,000-99,999",95000.0
6569,346,25-29,Man,Spain,Some college/university study without earning a bachelor’s degree,Other,5-10 years,$0 ($USD),"20,000-24,999",23000.0
6570,533,18-21,Man,Egypt,Some college/university study without earning a bachelor’s degree,Student,1-3 years,,,
6571,564,18-21,Man,India,Bachelor’s degree,Student,< 1 years,,,
6572,166,35-39,Man,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Software Engineer,20+ years,,,
6573,204,22-24,Man,China,Master’s degree,Student,1-3 years,,,
6574,615,50-54,Man,Canada,Master’s degree,Currently not employed,20+ years,,,
6575,413,22-24,Man,Other,Master’s degree,Student,3-5 years,,,
6576,642,30-34,Man,United Arab Emirates,Professional doctorate,Research Scientist,10-20 years,$100-$999,"4,000-4,999",4500.0
6577,755,18-21,Man,Pakistan,Bachelor’s degree,Software Engineer,< 1 years,"$1000-$9,999",$0-999,500.0
6578,514,22-24,Man,India,Doctoral degree,Research Scientist,3-5 years,$1-$99,"4,000-4,999",4500.0
6579,652,40-44,Man,Czech Republic,Doctoral degree,Data Scientist,20+ years,,,
6580,981,45-49,Man,Italy,Master’s degree,Other,3-5 years,"$10,000-$99,999","125,000-149,999",132000.0
6581,933,45-49,Man,Kenya,Bachelor’s degree,Data Analyst,20+ years,$100-$999,"1,000-1,999",1500.0
6582,1039,25-29,Man,India,Master’s degree,Business Analyst,I have never written code,$0 ($USD),$0-999,500.0
