Response Time,Age,Gender,Country,Education,Job Title
1025,22-24,Man,Egypt,Bachelor’s degree,Machine Learning Engineer
428,22-24,Man,India,Master’s degree,Business Analyst
1591,35-39,Man,Bangladesh,Master’s degree,DBA/Database Engineer
478,22-24,Man,India,Master’s degree,Currently not employed
829,45-49,Man,Switzerland,Master’s degree,Other
1075,55-59,Man,India,Doctoral degree,Research Scientist
3255,18-21,Woman,India,Bachelor’s degree,Data Analyst
201,25-29,Man,India,Master’s degree,Student
863,30-34,Woman,Germany,Master’s degree,Data Analyst
303,18-21,Man,Other,Master’s degree,Machine Learning Engineer
217,35-39,Woman,Japan,Master’s degree,Data Engineer
575,40-44,Man,Other,Master’s degree,Statistician
903,45-49,Man,Pakistan,Doctoral degree,Research Scientist
613,60-69,Man,United States of America,Master’s degree,Business Analyst
534,22-24,Woman,South Africa,Some college/university study without earning a bachelor’s degree,Student
473,22-24,Man,India,Master’s degree,Software Engineer
478,40-44,Man,Germany,Master’s degree,Data Scientist
440,35-39,Man,India,Master’s degree,Program/Project Manager
1136,30-34,Man,Ghana,Doctoral degree,Student
262,35-39,Man,Italy,I prefer not to answer,Student
691,45-49,Man,Spain,Bachelor’s degree,Data Engineer
30628,35-39,Man,"Iran, Islamic Republic of...",Master’s degree,Data Scientist
473,30-34,Man,Chile,Bachelor’s degree,Business Analyst
305,30-34,Man,Viet Nam,Master’s degree,Currently not employed
423,40-44,Man,Colombia,Bachelor’s degree,Data Scientist
998,25-29,Man,Japan,Master’s degree,Data Scientist
909,30-34,Woman,United Arab Emirates,Bachelor’s degree,Currently not employed
722,25-29,Man,India,Bachelor’s degree,Software Engineer
8440,25-29,Man,Nigeria,Bachelor’s degree,Data Analyst
933,22-24,Man,Pakistan,Doctoral degree,Machine Learning Engineer
956,55-59,Man,Spain,Master’s degree,Statistician
524,18-21,Man,India,Master’s degree,Student
2117,25-29,Man,Egypt,Bachelor’s degree,Research Scientist
604,22-24,Man,Russia,Master’s degree,Software Engineer
572,35-39,Man,India,Master’s degree,Business Analyst
696,30-34,Woman,Canada,Master’s degree,Business Analyst
1332,50-54,Man,Argentina,Master’s degree,Data Scientist
1106,22-24,Woman,India,Bachelor’s degree,Currently not employed
180,22-24,Man,India,Bachelor’s degree,Machine Learning Engineer
1049,50-54,Man,United States of America,Master’s degree,Machine Learning Engineer
1820,35-39,Woman,South Africa,Bachelor’s degree,Data Analyst
1765,22-24,Man,Egypt,Master’s degree,Data Scientist
2357,25-29,Man,Australia,Bachelor’s degree,Data Engineer
498,22-24,Woman,India,Master’s degree,Data Scientist
907,25-29,Man,Russia,Master’s degree,Machine Learning Engineer
972,22-24,Woman,India,Master’s degree,Software Engineer
681,30-34,Man,Brazil,Master’s degree,Software Engineer
759,55-59,Man,Germany,Doctoral degree,Software Engineer
383,22-24,Man,Canada,Bachelor’s degree,Other
672,22-24,Woman,Bangladesh,Bachelor’s degree,Student
2862,25-29,Man,South Korea,Bachelor’s degree,Student
1477,40-44,Man,India,Master’s degree,Program/Project Manager
375,30-34,Woman,Hong Kong (S.A.R.),Master’s degree,Currently not employed
859,50-54,Man,United States of America,Bachelor’s degree,Program/Project Manager
273,18-21,Man,India,Master’s degree,Student
404,22-24,Man,Canada,Master’s degree,Machine Learning Engineer
923,50-54,Man,Germany,Doctoral degree,Data Scientist
430,35-39,Man,Netherlands,Master’s degree,Data Analyst
229,25-29,Man,United States of America,Master’s degree,Software Engineer
762,35-39,Man,Brazil,Bachelor’s degree,Data Analyst
288,18-21,Man,India,Bachelor’s degree,Student
401,45-49,Man,Italy,Some college/university study without earning a bachelor’s degree,Software Engineer
1175,22-24,Man,Indonesia,I prefer not to answer,Statistician
896,25-29,Man,United States of America,Doctoral degree,Machine Learning Engineer
1242,35-39,Man,India,Doctoral degree,Research Scientist
250,25-29,Man,United States of America,Professional doctorate,Business Analyst
318,30-34,Man,Argentina,Bachelor’s degree,Other
558,25-29,Man,Japan,I prefer not to answer,Data Scientist
567,30-34,Man,Nepal,Some college/university study without earning a bachelor’s degree,Data Engineer
904,18-21,Woman,India,Bachelor’s degree,Data Analyst
495,18-21,Man,India,Some college/university study without earning a bachelor’s degree,Student
1305351,18-21,Man,"Iran, Islamic Republic of...",Bachelor’s degree,Student
679,40-44,Man,Nigeria,Doctoral degree,Data Scientist
2967,22-24,Man,Tunisia,Bachelor’s degree,Student
616,22-24,Man,Mexico,Bachelor’s degree,Data Scientist
654,35-39,Nonbinary,United States of America,Master’s degree,Machine Learning Engineer
1656,50-54,Woman,United States of America,Master’s degree,Data Analyst
1772,35-39,Man,India,Master’s degree,Program/Project Manager
715,40-44,Woman,United States of America,Bachelor’s degree,Program/Project Manager
6953,30-34,Man,Other,Doctoral degree,Data Scientist
650,25-29,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Scientist
811,22-24,Man,India,Bachelor’s degree,Developer Relations/Advocacy
899,45-49,Man,Russia,Master’s degree,Program/Project Manager
558,25-29,Man,India,Master’s degree,Student
631,45-49,Man,United States of America,Master’s degree,Other
335,18-21,Man,India,Bachelor’s degree,Student
337,45-49,Woman,United States of America,Doctoral degree,Other
808,25-29,Man,Spain,Master’s degree,Data Scientist
487,22-24,Man,Turkey,Bachelor’s degree,Student
651,22-24,Man,India,Master’s degree,Student
543,35-39,Man,Other,Doctoral degree,Data Scientist
731,50-54,Man,United States of America,Bachelor’s degree,Data Scientist
356,30-34,Man,India,Master’s degree,Data Scientist
528,25-29,Man,Germany,Doctoral degree,Research Scientist
736,45-49,Man,Sweden,Master’s degree,Data Scientist
772,22-24,Man,India,Master’s degree,Data Scientist
1112,45-49,Man,Algeria,Master’s degree,Other
832,60-69,Man,United States of America,Master’s degree,Currently not employed
743,22-24,Man,Australia,Bachelor’s degree,Data Engineer
304,25-29,Man,Spain,Doctoral degree,Research Scientist
339,22-24,Woman,India,Bachelor’s degree,Software Engineer
932,22-24,Man,Pakistan,Master’s degree,Machine Learning Engineer
693,25-29,Nonbinary,Argentina,Bachelor’s degree,Student
1967,25-29,Man,Indonesia,Bachelor’s degree,Statistician
226,18-21,Man,India,Some college/university study without earning a bachelor’s degree,Student
1285,18-21,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Research Scientist
511,35-39,Man,Denmark,Doctoral degree,Research Scientist
665,35-39,Woman,United States of America,Master’s degree,Other
294,25-29,Man,United States of America,Bachelor’s degree,Data Analyst
591,45-49,Man,Spain,Bachelor’s degree,Software Engineer
400,60-69,Woman,Japan,Some college/university study without earning a bachelor’s degree,Student
1005,60-69,Man,Other,Master’s degree,Other
835,22-24,Man,Mexico,Bachelor’s degree,Data Scientist
293,22-24,Man,India,Bachelor’s degree,Data Scientist
397,50-54,Man,United States of America,Master’s degree,Data Scientist
399,22-24,Man,China,Master’s degree,Student
1205,40-44,Man,United States of America,Master’s degree,Data Scientist
1101,35-39,Man,Egypt,Master’s degree,Data Analyst
982,45-49,Man,Poland,No formal education past high school,Currently not employed
1423,50-54,Man,Japan,Master’s degree,Data Analyst
189,22-24,Man,France,Master’s degree,Student
339,18-21,Man,Singapore,Some college/university study without earning a bachelor’s degree,Student
791,45-49,Man,Russia,Master’s degree,Program/Project Manager
490,22-24,Man,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Data Analyst
1536,60-69,Man,Canada,Bachelor’s degree,Other
595,35-39,Man,Indonesia,Bachelor’s degree,DBA/Database Engineer
894,25-29,Woman,India,Master’s degree,Data Engineer
461,25-29,Man,India,Professional doctorate,Machine Learning Engineer
1421,22-24,Man,India,I prefer not to answer,Machine Learning Engineer
663,25-29,Man,India,Bachelor’s degree,Data Scientist
420,45-49,Man,Belgium,Master’s degree,Program/Project Manager
1036,22-24,Man,India,Bachelor’s degree,Student
2332,22-24,Man,Egypt,Bachelor’s degree,Currently not employed
23067,18-21,Man,China,Some college/university study without earning a bachelor’s degree,Student
940,40-44,Woman,Taiwan,Master’s degree,Research Scientist
580,35-39,Nonbinary,India,Bachelor’s degree,Data Analyst
568,35-39,Man,"Iran, Islamic Republic of...",Master’s degree,Data Scientist
4292,25-29,Man,Other,Bachelor’s degree,Software Engineer
6101,25-29,Man,Nigeria,Master’s degree,Software Engineer
421,25-29,Man,Morocco,Master’s degree,Research Scientist
725,22-24,Man,Kenya,Some college/university study without earning a bachelor’s degree,Student
898,40-44,Man,Brazil,Master’s degree,Software Engineer
548,22-24,Man,"Iran, Islamic Republic of...",Bachelor’s degree,Student
374,25-29,Man,India,Bachelor’s degree,Business Analyst
595,30-34,Woman,India,Doctoral degree,Data Analyst
294,30-34,Man,India,Bachelor’s degree,Software Engineer
495,18-21,Man,India,Bachelor’s degree,Data Analyst
1120,30-34,Man,India,Bachelor’s degree,Data Analyst
331,22-24,Man,United States of America,Bachelor’s degree,Student
330,30-34,Man,Morocco,Doctoral degree,Program/Project Manager
844,18-21,Woman,India,Some college/university study without earning a bachelor’s degree,Student
1217,40-44,Man,Pakistan,Master’s degree,Currently not employed
428,25-29,Man,Colombia,Master’s degree,Data Analyst
626,22-24,Man,India,Bachelor’s degree,Software Engineer
811,40-44,Man,Canada,Doctoral degree,Data Scientist
174,18-21,Man,India,I prefer not to answer,Student
512,60-69,Man,Mexico,Master’s degree,Data Analyst
814,25-29,Man,India,Bachelor’s degree,Currently not employed
4494,45-49,Man,Brazil,Professional doctorate,Program/Project Manager
554,25-29,Man,Japan,Master’s degree,Business Analyst
559,18-21,Man,Japan,Bachelor’s degree,Student
570,18-21,Man,Viet Nam,I prefer not to answer,Software Engineer
491,40-44,Man,United States of America,Doctoral degree,Research Scientist
462,30-34,Man,India,Master’s degree,Other
982,30-34,Man,Japan,Master’s degree,Data Scientist
648,25-29,Man,Singapore,Master’s degree,Data Engineer
573,40-44,Man,Saudi Arabia,Doctoral degree,Data Analyst
335,25-29,Woman,United States of America,Bachelor’s degree,Data Scientist
669,25-29,Woman,Taiwan,Master’s degree,Statistician
1517,25-29,Man,Other,Bachelor’s degree,Other
666,25-29,Woman,Russia,Master’s degree,Student
337,18-21,Man,India,Bachelor’s degree,Student
1459,60-69,Man,Pakistan,Bachelor’s degree,Other
658,25-29,Man,India,Bachelor’s degree,Currently not employed
1000,18-21,Man,Australia,Bachelor’s degree,DBA/Database Engineer
195,30-34,Man,Germany,Master’s degree,Student
630,30-34,Man,United States of America,Master’s degree,Machine Learning Engineer
271,22-24,Woman,Turkey,Bachelor’s degree,Student
659,30-34,Man,Brazil,Bachelor’s degree,Software Engineer
1024,40-44,Man,Russia,Doctoral degree,Program/Project Manager
318,22-24,Man,Other,Master’s degree,Program/Project Manager
775,25-29,Man,Other,Bachelor’s degree,Machine Learning Engineer
555,30-34,Woman,France,Master’s degree,Currently not employed
179,22-24,Man,Taiwan,Master’s degree,Data Engineer
398,30-34,Man,United States of America,Master’s degree,Student
616,25-29,Man,Spain,Master’s degree,Data Scientist
4120,22-24,Man,India,Some college/university study without earning a bachelor’s degree,Data Engineer
286,22-24,Man,India,Bachelor’s degree,Student
1078,35-39,Man,Argentina,Some college/university study without earning a bachelor’s degree,Business Analyst
122,22-24,Man,Other,Bachelor’s degree,Student
383,18-21,Woman,Romania,Master’s degree,Software Engineer
581,50-54,Man,Spain,Master’s degree,Software Engineer
449,30-34,Man,Chile,Master’s degree,Software Engineer
2042,40-44,Man,Egypt,Doctoral degree,Research Scientist
718,45-49,Woman,South Korea,Doctoral degree,Data Scientist
350,25-29,Man,United States of America,Some college/university study without earning a bachelor’s degree,Software Engineer
1034,25-29,Man,Netherlands,Master’s degree,Data Scientist
356,18-21,Woman,Kazakhstan,Bachelor’s degree,Student
7018,22-24,Man,Mexico,Bachelor’s degree,Data Analyst
597,18-21,Man,India,Master’s degree,Student
316,25-29,Man,Russia,I prefer not to answer,Machine Learning Engineer
326,18-21,Man,India,Bachelor’s degree,Student
212,18-21,Man,Philippines,Bachelor’s degree,Student
366,18-21,Woman,China,Master’s degree,Student
771,22-24,Man,Ghana,Master’s degree,Student
900,35-39,Man,Pakistan,Master’s degree,Data Scientist
444,18-21,Man,India,Bachelor’s degree,Student
724,35-39,Woman,Malaysia,Master’s degree,Other
675,40-44,Man,Japan,Bachelor’s degree,Other
504,40-44,Man,Netherlands,Bachelor’s degree,Data Scientist
350,25-29,Woman,India,Bachelor’s degree,Student
974,25-29,Man,United States of America,Master’s degree,Data Scientist
1303,25-29,Man,Turkey,Master’s degree,Research Scientist
13880,18-21,Man,India,Bachelor’s degree,Student
465,25-29,Man,South Korea,Bachelor’s degree,Business Analyst
4133,35-39,Man,Other,Master’s degree,Currently not employed
753,35-39,Man,United States of America,Doctoral degree,Software Engineer
468,30-34,Man,India,Doctoral degree,Currently not employed
934,18-21,Man,India,Bachelor’s degree,Student
339,22-24,Man,Brazil,Bachelor’s degree,Student
581,35-39,Man,India,Master’s degree,Other
379,30-34,Man,Portugal,Master’s degree,Other
678,45-49,Man,Argentina,Master’s degree,Data Scientist
1633,22-24,Woman,Philippines,Bachelor’s degree,Other
289,25-29,Woman,India,Doctoral degree,Student
653,35-39,Man,United States of America,Master’s degree,Data Engineer
1116,35-39,Woman,Ukraine,I prefer not to answer,Software Engineer
827,18-21,Woman,India,Bachelor’s degree,Student
271,30-34,Man,Ghana,Bachelor’s degree,Software Engineer
559,30-34,Man,Egypt,Bachelor’s degree,Machine Learning Engineer
926,25-29,Man,India,Bachelor’s degree,Currently not employed
2884,30-34,Man,Bangladesh,Master’s degree,Student
760,35-39,Man,India,Bachelor’s degree,Program/Project Manager
1886,25-29,Man,India,Master’s degree,Data Scientist
3364,18-21,Man,India,Bachelor’s degree,Student
893,50-54,Man,Other,Master’s degree,Program/Project Manager
28026,30-34,Man,India,Bachelor’s degree,Product Manager
1030,35-39,Woman,Brazil,Master’s degree,Product Manager
691,30-34,Man,Russia,Some college/university study without earning a bachelor’s degree,Software Engineer
487,18-21,Woman,India,Bachelor’s degree,Student
1197,35-39,Man,Saudi Arabia,Bachelor’s degree,Business Analyst
591,30-34,Man,Brazil,Master’s degree,Data Scientist
845,40-44,Man,India,Some college/university study without earning a bachelor’s degree,Other
489,22-24,Man,Russia,Master’s degree,Student
587,35-39,Man,Japan,Doctoral degree,Research Scientist
634,25-29,Man,India,Bachelor’s degree,Data Scientist
155,18-21,Woman,Colombia,No formal education past high school,Currently not employed
1556,40-44,Man,Ethiopia,Doctoral degree,Student
991,22-24,Man,Other,Some college/university study without earning a bachelor’s degree,Student
443,50-54,Woman,United States of America,Master’s degree,Product Manager
