Response Time,Age,Gender,Country,Education,Job Title,Experience,Investment,Compensation
441,45-49,Woman,Romania,Some college/university study without earning a bachelor’s degree,Program/Project Manager,I have never written code,$100-$999,"5,000-7,499"
563554,18-21,Man,Other,Bachelor’s degree,Student,1-3 years,,
420,40-44,Man,Germany,Doctoral degree,Business Analyst,10-20 years,$0 ($USD),"100,000-124,999"
1270,45-49,Man,United States of America,Doctoral degree,Other,20+ years,"$1000-$9,999","150,000-199,999"
738,30-34,Man,France,Doctoral degree,Software Engineer,5-10 years,$0 ($USD),"70,000-79,999"
562,55-59,Man,Spain,Master’s degree,Data Scientist,10-20 years,"$10,000-$99,999","40,000-49,999"
141,18-21,Man,China,Some college/university study without earning a bachelor’s degree,Student,1-3 years,,
663,25-29,Prefer not to say,Morocco,Doctoral degree,Machine Learning Engineer,3-5 years,$0 ($USD),$0-999
326,30-34,Man,India,Bachelor’s degree,Machine Learning Engineer,I have never written code,$0 ($USD),$0-999
1174,35-39,Man,Nigeria,Master’s degree,Data Scientist,5-10 years,"$1000-$9,999","2,000-2,999"
433,25-29,Man,India,Bachelor’s degree,Currently not employed,3-5 years,,
396,18-21,Man,Russia,Master’s degree,Data Analyst,1-3 years,$0 ($USD),"10,000-14,999"
588,70+,Man,United States of America,Doctoral degree,Business Analyst,10-20 years,$100-$999,"80,000-89,999"
934,25-29,Man,India,Master’s degree,Other,1-3 years,$0 ($USD),"7,500-9,999"
485,30-34,Man,Bangladesh,Master’s degree,Other,< 1 years,$1-$99,"5,000-7,499"
3447,30-34,Man,Germany,Master’s degree,Business Analyst,< 1 years,"$1000-$9,999","50,000-59,999"
356743,22-24,Woman,Italy,Master’s degree,Student,1-3 years,,
1250,60-69,Man,Italy,Master’s degree,Data Scientist,20+ years,"$10,000-$99,999","50,000-59,999"
616,22-24,Man,Mexico,Master’s degree,Data Analyst,3-5 years,$0 ($USD),$0-999
1214,25-29,Man,Nepal,Bachelor’s degree,Data Scientist,5-10 years,$100-$999,"4,000-4,999"
1714,30-34,Man,India,Master’s degree,Program/Project Manager,1-3 years,"$1000-$9,999","10,000-14,999"
918,55-59,Man,Spain,Master’s degree,Software Engineer,20+ years,$0 ($USD),"40,000-49,999"
986,22-24,Man,India,Bachelor’s degree,Machine Learning Engineer,3-5 years,"$1000-$9,999","7,500-9,999"
553,60-69,Man,Russia,No formal education past high school,Developer Relations/Advocacy,10-20 years,$0 ($USD),$0-999
3666,22-24,Woman,Bangladesh,Bachelor’s degree,Student,< 1 years,,
1187926,22-24,Man,Russia,Professional doctorate,Statistician,< 1 years,,
724,25-29,Man,Taiwan,Master’s degree,Research Scientist,1-3 years,,
637,30-34,Man,India,Bachelor’s degree,Data Engineer,10-20 years,$1-$99,"25,000-29,999"
410,22-24,Man,Pakistan,Bachelor’s degree,Data Scientist,< 1 years,,
684,45-49,Man,India,Doctoral degree,Research Scientist,I have never written code,$0 ($USD),"10,000-14,999"
527,22-24,Man,India,Master’s degree,Student,< 1 years,,
617,35-39,Man,Mexico,Doctoral degree,Research Scientist,3-5 years,$100-$999,"15,000-19,999"
374,18-21,Man,India,Bachelor’s degree,Student,1-3 years,,
782,40-44,Man,United States of America,Bachelor’s degree,Software Engineer,10-20 years,"$1000-$9,999","90,000-99,999"
513,18-21,Man,United States of America,Some college/university study without earning a bachelor’s degree,Student,< 1 years,,
5992,30-34,Man,United States of America,Master’s degree,Data Analyst,1-3 years,$0 ($USD),"70,000-79,999"
504,35-39,Man,Malaysia,Master’s degree,Data Engineer,< 1 years,$100-$999,$0-999
914,25-29,Woman,"Iran, Islamic Republic of...",Master’s degree,Data Scientist,1-3 years,$0 ($USD),$0-999
595,18-21,Man,India,Bachelor’s degree,Machine Learning Engineer,1-3 years,$1-$99,$0-999
25721,22-24,Man,United States of America,Bachelor’s degree,Currently not employed,1-3 years,,
472,18-21,Man,India,Bachelor’s degree,Software Engineer,1-3 years,$0 ($USD),$0-999
754,45-49,Man,United States of America,Doctoral degree,Data Analyst,5-10 years,$1-$99,"100,000-124,999"
743,25-29,Man,India,Bachelor’s degree,Currently not employed,< 1 years,,
403,35-39,Woman,Denmark,Master’s degree,Student,1-3 years,,
229,22-24,Man,India,Master’s degree,Student,< 1 years,,
14627,50-54,Man,Russia,Master’s degree,Currently not employed,< 1 years,,
1364,22-24,Man,Bangladesh,Bachelor’s degree,DBA/Database Engineer,1-3 years,$0 ($USD),"2,000-2,999"
911,50-54,Man,Japan,Bachelor’s degree,Software Engineer,20+ years,$100-$999,"7,500-9,999"
471,22-24,Woman,Indonesia,Master’s degree,Currently not employed,< 1 years,,
590,30-34,Man,Argentina,Master’s degree,Business Analyst,1-3 years,"$100,000 or more ($USD)","7,500-9,999"
482,22-24,Man,Japan,Some college/university study without earning a bachelor’s degree,Business Analyst,1-3 years,$0 ($USD),"1,000-1,999"
594,30-34,Man,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Data Scientist,1-3 years,"$10,000-$99,999","70,000-79,999"
665,35-39,Man,Israel,Bachelor’s degree,Data Scientist,5-10 years,"$10,000-$99,999","100,000-124,999"
271,25-29,Man,Spain,Bachelor’s degree,Currently not employed,< 1 years,,
544,25-29,Man,Indonesia,Bachelor’s degree,Data Scientist,1-3 years,"$100,000 or more ($USD)","80,000-89,999"
359,22-24,Man,India,Bachelor’s degree,Data Analyst,< 1 years,$100-$999,$0-999
449,30-34,Woman,Spain,Bachelor’s degree,Software Engineer,5-10 years,"$1000-$9,999","30,000-39,999"
730,45-49,Woman,South Korea,Bachelor’s degree,Data Engineer,5-10 years,$0 ($USD),"50,000-59,999"
569,25-29,Woman,India,Bachelor’s degree,Software Engineer,1-3 years,$100-$999,"5,000-7,499"
406,35-39,Man,India,Bachelor’s degree,Program/Project Manager,1-3 years,$0 ($USD),"40,000-49,999"
660,30-34,Man,Denmark,Doctoral degree,Research Scientist,10-20 years,$0 ($USD),"50,000-59,999"
1972,25-29,Man,India,Master’s degree,Currently not employed,1-3 years,,
744,25-29,Man,Turkey,Master’s degree,Machine Learning Engineer,5-10 years,$0 ($USD),"20,000-24,999"
990,45-49,Man,Egypt,Master’s degree,Software Engineer,20+ years,$100-$999,"20,000-24,999"
542,35-39,Man,Germany,Doctoral degree,Data Analyst,< 1 years,$0 ($USD),"125,000-149,999"
630,22-24,Man,China,Bachelor’s degree,Data Engineer,3-5 years,$1-$99,"5,000-7,499"
383,18-21,Woman,Viet Nam,Some college/university study without earning a bachelor’s degree,Research Scientist,< 1 years,"$1000-$9,999",$0-999
14566,25-29,Man,Brazil,Master’s degree,Data Scientist,5-10 years,"$10,000-$99,999","60,000-69,999"
441,22-24,Woman,United States of America,Master’s degree,Machine Learning Engineer,5-10 years,$0 ($USD),"125,000-149,999"
774,22-24,Man,China,Master’s degree,Student,< 1 years,,
302,45-49,Man,Other,Master’s degree,Data Analyst,3-5 years,$100-$999,"30,000-39,999"
884,30-34,Man,Other,Doctoral degree,Research Scientist,1-3 years,$0 ($USD),$0-999
445,25-29,Man,Spain,Doctoral degree,Currently not employed,< 1 years,,
4533,30-34,Man,Other,Master’s degree,Program/Project Manager,1-3 years,$1-$99,"2,000-2,999"
253,30-34,Man,India,Master’s degree,Data Analyst,< 1 years,$0 ($USD),$0-999
517,22-24,Woman,India,Bachelor’s degree,Software Engineer,1-3 years,$0 ($USD),"300,000-499,999"
31698,25-29,Man,United States of America,Master’s degree,Software Engineer,10-20 years,"$100,000 or more ($USD)","125,000-149,999"
584,40-44,Woman,United States of America,Master’s degree,Data Scientist,10-20 years,$100-$999,"150,000-199,999"
192,18-21,Man,India,Bachelor’s degree,Student,< 1 years,,
1910,45-49,Woman,Malaysia,Doctoral degree,Research Scientist,3-5 years,$0 ($USD),$0-999
3176,40-44,Man,Russia,Master’s degree,Business Analyst,1-3 years,$1-$99,$0-999
397,35-39,Man,India,Master’s degree,Data Analyst,10-20 years,,
542,45-49,Man,United States of America,Doctoral degree,Software Engineer,20+ years,"$10,000-$99,999",$0-999
214,22-24,Man,India,Master’s degree,Software Engineer,3-5 years,,
631,25-29,Man,Thailand,No formal education past high school,Student,1-3 years,,
1569,25-29,Man,India,Master’s degree,Other,< 1 years,,
735,25-29,Woman,India,Bachelor’s degree,Data Engineer,1-3 years,$1-$99,$0-999
456,45-49,Man,Spain,Doctoral degree,Research Scientist,10-20 years,$100-$999,"25,000-29,999"
538,40-44,Man,South Korea,Bachelor’s degree,Program/Project Manager,1-3 years,$100-$999,"3,000-3,999"
2276,22-24,Man,Kenya,Master’s degree,Data Scientist,1-3 years,$100-$999,$0-999
591,22-24,Man,India,Bachelor’s degree,Currently not employed,< 1 years,,
436,22-24,Prefer not to say,"Iran, Islamic Republic of...",Bachelor’s degree,Student,< 1 years,,
984,18-21,Man,Pakistan,Bachelor’s degree,Software Engineer,< 1 years,$100-$999,"30,000-39,999"
1585,50-54,Man,Japan,Bachelor’s degree,Program/Project Manager,20+ years,"$10,000-$99,999","70,000-79,999"
1065,40-44,Man,Ecuador,Doctoral degree,Research Scientist,10-20 years,$100-$999,"20,000-24,999"
511,22-24,Man,Czech Republic,Master’s degree,Student,5-10 years,,
997,22-24,Woman,Egypt,No formal education past high school,Student,1-3 years,,
326,22-24,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Engineer,1-3 years,,"40,000-49,999"
840,35-39,Man,Nigeria,Bachelor’s degree,Other,I have never written code,"$1000-$9,999",$0-999
3480,25-29,Man,Taiwan,Master’s degree,Data Engineer,5-10 years,"$1000-$9,999","15,000-19,999"
713,40-44,Man,Russia,I prefer not to answer,Machine Learning Engineer,20+ years,$0 ($USD),"10,000-14,999"
361,25-29,Woman,Saudi Arabia,Master’s degree,Data Scientist,1-3 years,,
554,22-24,Man,Nigeria,Bachelor’s degree,Other,< 1 years,$0 ($USD),$0-999
686,22-24,Man,China,Doctoral degree,Student,3-5 years,,
487,45-49,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Software Engineer,10-20 years,"$100,000 or more ($USD)","150,000-199,999"
858,50-54,Woman,Brazil,Doctoral degree,Data Analyst,10-20 years,"$1000-$9,999","25,000-29,999"
518,22-24,Man,Australia,Master’s degree,Data Analyst,1-3 years,$100-$999,$0-999
413,22-24,Man,United States of America,Master’s degree,Data Scientist,3-5 years,"$10,000-$99,999","40,000-49,999"
733,25-29,Man,Nigeria,Master’s degree,Data Analyst,1-3 years,$0 ($USD),$0-999
611,25-29,Man,Mexico,Bachelor’s degree,Data Scientist,1-3 years,$0 ($USD),"25,000-29,999"
397,25-29,Man,China,Master’s degree,Data Engineer,1-3 years,"$1000-$9,999","5,000-7,499"
718,18-21,Woman,Norway,Some college/university study without earning a bachelor’s degree,Data Scientist,3-5 years,"$1000-$9,999","20,000-24,999"
1009,22-24,Woman,Morocco,Bachelor’s degree,Data Scientist,3-5 years,$0 ($USD),$0-999
1138,40-44,Prefer not to say,Pakistan,Professional doctorate,Machine Learning Engineer,5-10 years,"$1000-$9,999","100,000-124,999"
460,18-21,Man,Nigeria,No formal education past high school,Student,< 1 years,,
543,18-21,Woman,Malaysia,Bachelor’s degree,Student,< 1 years,,
482,35-39,Man,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Other,10-20 years,$100-$999,"150,000-199,999"
1041,45-49,Man,United States of America,Master’s degree,Other,1-3 years,"$10,000-$99,999","60,000-69,999"
767,22-24,Man,China,Bachelor’s degree,Data Scientist,1-3 years,"$1000-$9,999","4,000-4,999"
1679,30-34,Man,Nigeria,Bachelor’s degree,Other,1-3 years,$100-$999,"7,500-9,999"
425,18-21,Man,India,Bachelor’s degree,Student,1-3 years,,
1128,70+,Man,Japan,Doctoral degree,Currently not employed,20+ years,,
1992,55-59,Man,Ukraine,Doctoral degree,Research Scientist,20+ years,$0 ($USD),$0-999
281,35-39,Woman,United States of America,Master’s degree,Product Manager,3-5 years,,"150,000-199,999"
658,22-24,Woman,Russia,Bachelor’s degree,Business Analyst,I have never written code,"$1000-$9,999","4,000-4,999"
561,22-24,Woman,Turkey,Master’s degree,Machine Learning Engineer,3-5 years,"$1000-$9,999",$0-999
355,22-24,Man,India,Bachelor’s degree,Student,1-3 years,,
550,18-21,Woman,India,Bachelor’s degree,Student,< 1 years,,
661,45-49,Man,India,Some college/university study without earning a bachelor’s degree,Currently not employed,1-3 years,,
737,22-24,Man,Tunisia,No formal education past high school,Student,1-3 years,,
1099,50-54,Man,India,I prefer not to answer,Research Scientist,20+ years,$100-$999,"7,500-9,999"
554,25-29,Woman,Germany,Master’s degree,Software Engineer,3-5 years,$1-$99,"50,000-59,999"
68532,18-21,Man,India,Bachelor’s degree,Student,1-3 years,,
629,18-21,Man,India,Master’s degree,Software Engineer,1-3 years,$1-$99,"50,000-59,999"
583,35-39,Man,China,Bachelor’s degree,Data Engineer,1-3 years,$100-$999,"20,000-24,999"
1352,30-34,Man,Russia,Master’s degree,Developer Relations/Advocacy,3-5 years,$1-$99,"25,000-29,999"
536,55-59,Woman,Spain,Doctoral degree,Data Scientist,3-5 years,$1-$99,$0-999
553,30-34,Woman,Thailand,Master’s degree,Data Analyst,< 1 years,"$10,000-$99,999","15,000-19,999"
1458,22-24,Man,Tunisia,Doctoral degree,Student,1-3 years,,
809,22-24,Man,India,Bachelor’s degree,Currently not employed,1-3 years,,
1570,25-29,Man,Colombia,Master’s degree,Data Scientist,< 1 years,"$1000-$9,999","7,500-9,999"
5695,45-49,Man,Canada,Bachelor’s degree,Currently not employed,3-5 years,,
1015,45-49,Man,Russia,I prefer not to answer,Data Analyst,1-3 years,$0 ($USD),"10,000-14,999"
1088,30-34,Man,India,Bachelor’s degree,Currently not employed,I have never written code,,
731,18-21,Woman,India,Bachelor’s degree,Student,1-3 years,,
442,25-29,Man,Hong Kong (S.A.R.),Master’s degree,Business Analyst,< 1 years,$0 ($USD),"30,000-39,999"
793,18-21,Woman,Morocco,Master’s degree,Software Engineer,1-3 years,$0 ($USD),$0-999
570,30-34,Man,India,Bachelor’s degree,Software Engineer,< 1 years,$100-$999,"5,000-7,499"
1313,18-21,Woman,India,Bachelor’s degree,Student,1-3 years,,
877,22-24,Woman,India,Master’s degree,Software Engineer,3-5 years,$1-$99,"10,000-14,999"
390,55-59,Man,United Arab Emirates,Bachelor’s degree,Product Manager,5-10 years,,
426,18-21,Man,India,Master’s degree,Machine Learning Engineer,< 1 years,$0 ($USD),$0-999
643,35-39,Woman,India,Doctoral degree,Other,1-3 years,,
911,25-29,Man,China,Master’s degree,Student,1-3 years,,
2801,40-44,Woman,Indonesia,Bachelor’s degree,Data Scientist,I have never written code,$0 ($USD),$0-999
313,30-34,Man,Other,Bachelor’s degree,Data Scientist,3-5 years,,
995,22-24,Man,Kenya,Bachelor’s degree,Statistician,1-3 years,$100-$999,"1,000-1,999"
558,25-29,Man,Pakistan,Master’s degree,Other,1-3 years,$1-$99,"1,000-1,999"
474,22-24,Woman,India,Some college/university study without earning a bachelor’s degree,Software Engineer,1-3 years,,
646,25-29,Man,Malaysia,Bachelor’s degree,Data Analyst,< 1 years,$0 ($USD),"7,500-9,999"
1216,35-39,Man,China,Bachelor’s degree,Software Engineer,10-20 years,$100-$999,"40,000-49,999"
786,25-29,Man,Japan,Some college/university study without earning a bachelor’s degree,Data Analyst,1-3 years,$100-$999,"40,000-49,999"
7827,35-39,Woman,Japan,Bachelor’s degree,Other,1-3 years,$100-$999,"7,500-9,999"
882,25-29,Man,India,Bachelor’s degree,Data Scientist,5-10 years,"$100,000 or more ($USD)","100,000-124,999"
426,22-24,Man,India,Some college/university study without earning a bachelor’s degree,Student,< 1 years,,
651,25-29,Woman,Germany,Doctoral degree,Research Scientist,5-10 years,$0 ($USD),"30,000-39,999"
1200,30-34,Man,Other,Master’s degree,Data Scientist,5-10 years,$100-$999,"3,000-3,999"
984,18-21,Man,Tunisia,Master’s degree,Software Engineer,3-5 years,,
2115,30-34,Man,United States of America,Master’s degree,Data Analyst,< 1 years,$100-$999,"60,000-69,999"
33623,30-34,Man,Colombia,Master’s degree,Software Engineer,10-20 years,"$1000-$9,999","20,000-24,999"
928,18-21,Man,India,Bachelor’s degree,Student,1-3 years,,
548,60-69,Man,Argentina,Master’s degree,Currently not employed,5-10 years,,
861,45-49,Man,Brazil,Doctoral degree,Program/Project Manager,5-10 years,$0 ($USD),"7,500-9,999"
501,18-21,Man,Japan,Bachelor’s degree,Student,< 1 years,,
5031,22-24,Man,India,Bachelor’s degree,Other,< 1 years,$100-$999,$0-999
894,18-21,Man,Mexico,Master’s degree,Software Engineer,1-3 years,$0 ($USD),$0-999
991,35-39,Man,Brazil,Doctoral degree,Research Scientist,< 1 years,$1-$99,$0-999
733,25-29,Man,Kenya,Bachelor’s degree,Data Scientist,1-3 years,$0 ($USD),$0-999
572,18-21,Woman,India,Bachelor’s degree,Student,1-3 years,,
615,50-54,Woman,Indonesia,Doctoral degree,Program/Project Manager,< 1 years,$0 ($USD),"25,000-29,999"
794,45-49,Man,United States of America,Bachelor’s degree,Currently not employed,20+ years,,
900,25-29,Man,Singapore,Master’s degree,Student,1-3 years,,
998,40-44,Woman,Brazil,Master’s degree,Data Scientist,20+ years,"$100,000 or more ($USD)","70,000-79,999"
618,30-34,Woman,India,Doctoral degree,Data Scientist,1-3 years,$0 ($USD),$0-999
888,18-21,Woman,India,Bachelor’s degree,Other,< 1 years,$0 ($USD),$0-999
712,30-34,Woman,Czech Republic,Master’s degree,Data Analyst,< 1 years,$0 ($USD),"2,000-2,999"
1676,25-29,Woman,Germany,Master’s degree,Research Scientist,1-3 years,$0 ($USD),"50,000-59,999"
863,35-39,Woman,India,Bachelor’s degree,Software Engineer,5-10 years,$0 ($USD),$0-999
770,22-24,Man,India,Bachelor’s degree,Data Scientist,1-3 years,$0 ($USD),$0-999
760,25-29,Man,Australia,Bachelor’s degree,Other,3-5 years,$0 ($USD),"90,000-99,999"
846,22-24,Man,India,Master’s degree,Currently not employed,1-3 years,,
535,45-49,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Software Engineer,20+ years,$100-$999,">$1,000,000"
